CarPark,Category,Saturday_Rate,Sunday_PublicHoliday_Rate,WeekDays_Rate_1,WeekDays_Rate_2,_id,address,car_park_basement,car_park_decks,car_park_no,car_park_type,coordinates,free_parking,gantry_height,geometries,lat,lon,name,night_parking,parkingSystem,ppCode,ppName,rate,rateRange,schedules,short_term_parking,source,type,type_of_parking_system,x_coord,y_coord
,,,,,,,,,,,,"[[103.85476828560437, 1.30930882067123], [103.85610819106977, 1.3084346815483539]]",,,"[{""coordinates""=>""30387.1883,32402.3189""}, {""coordinates""=>""30536.3081,32305.6624""}]",,,,,C,D0009,DESKER ROAD ,,,"[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""30387.1883,32402.3189""}, {""coordinates""=>""30536.3081,32305.6624""}], ""ppName""=>""DESKER ROAD "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""D0009"", ""sunPHRate""=>""$0.00"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""0 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>87, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""870 mins"", ""geometries""=>[{""coordinates""=>""30387.1883,32402.3189""}, {""coordinates""=>""30536.3081,32305.6624""}], ""ppName""=>""DESKER ROAD "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""08.30 AM"", ""ppCode""=>""D0009"", ""sunPHRate""=>""$0.00"", ""satdayMin""=>""870 mins"", ""sunPHMin""=>""0 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>18, ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}]",,,LineString,,,
,,,,,,,,,,,,"[[103.84328703513808, 1.2797148589932985], [103.84332348040908, 1.2784693068655544]]",,,"[{""coordinates""=>""29109.4456,29129.9632""}, {""coordinates""=>""29113.5022,28992.2365""}]",,,,,C,D0010,DUXTON ROAD ,,,"[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""29109.4456,29129.9632""}, {""coordinates""=>""29113.5022,28992.2365""}], ""ppName""=>""DUXTON ROAD "", ""endTime""=>""05.00 PM"", ""weekdayRate""=>""$1.20"", ""startTime""=>""08.30 AM"", ""ppCode""=>""D0010"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>42, ""vehCat""=>""Car"", ""satdayRate""=>""$1.20""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""29109.4456,29129.9632""}, {""coordinates""=>""29113.5022,28992.2365""}], ""ppName""=>""DUXTON ROAD "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""05.00 PM"", ""ppCode""=>""D0010"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>42, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""29109.4456,29129.9632""}, {""coordinates""=>""29113.5022,28992.2365""}], ""ppName""=>""DUXTON ROAD "", ""endTime""=>""05.00 PM"", ""weekdayRate""=>""$2.40"", ""startTime""=>""08.30 AM"", ""ppCode""=>""D0010"", ""sunPHRate""=>""$1.20"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>2, ""vehCat""=>""Heavy Vehicle"", ""satdayRate""=>""$2.40""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""29109.4456,29129.9632""}, {""coordinates""=>""29113.5022,28992.2365""}], ""ppName""=>""DUXTON ROAD "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$1.20"", ""startTime""=>""05.00 PM"", ""ppCode""=>""D0010"", ""sunPHRate""=>""$1.20"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>2, ""vehCat""=>""Heavy Vehicle"", ""satdayRate""=>""$1.20""}]",,,LineString,,,
,,,,,,,,,,,,"[[103.84273832056185, 1.2789875472805796]]",,,"[{""coordinates""=>""29048.3784,29049.5406""}]",,,,,C,D0011,DUXTON HILL ,,,"[{""weekdayMin""=>""870 mins"", ""geometries""=>[{""coordinates""=>""29048.3784,29049.5406""}], ""ppName""=>""DUXTON HILL "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""08.30 AM"", ""ppCode""=>""D0011"", ""sunPHRate""=>""$0.65"", ""satdayMin""=>""870 mins"", ""sunPHMin""=>""870 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>8, ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}]",,,LineString,,,
,,,,,,,,,,,,"[[103.85223801264841, 1.3049040948917627]]",,,"[{""coordinates""=>""30105.5963,31915.2647""}]",,,,,C,D0012,DALHOUSIE LANE ,,,"[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""30105.5963,31915.2647""}], ""ppName""=>""DALHOUSIE LANE "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""D0012"", ""sunPHRate""=>""$0.00"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""0 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>4, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}]",,,LineString,,,
,,,,,,,,,,,,"[[103.81491922909821, 1.3250177172689712]]",,,"[{""coordinates""=>""25952.3748,34139.3254""}]",,,,,C,D0017,DUNEARN CLOSE ,,,"[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""25952.3748,34139.3254""}], ""ppName""=>""DUNEARN CLOSE "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""D0017"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>24, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}]",,,LineString,,,
,,,,,,,,,,,,"[[103.85356699360246, 1.305895460836563]]",,,"[{""coordinates""=>""30253.4988,32024.886""}]",,,,,B,D0026,DICKSON ROAD OFF STREET,,,"[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""30253.4988,32024.886""}], ""remarks""=>""Per min charging. Parking charge between 10.30pm & 7am is capped at $5"", ""ppName""=>""DICKSON ROAD OFF STREET"", ""endTime""=>""10.30 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""07.00 AM"", ""ppCode""=>""D0026"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>43, ""parkingSystem""=>""B"", ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""30253.4988,32024.886""}], ""remarks""=>""Per min charging. Parking charge between 10.30pm & 7am is capped at $5"", ""ppName""=>""DICKSON ROAD OFF STREET"", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""10.30 PM"", ""ppCode""=>""D0026"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>43, ""parkingSystem""=>""B"", ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""510 mins"", ""geometries""=>[{""coordinates""=>""30253.4988,32024.886""}], ""remarks""=>""Per min charging. Parking charge between 10.30pm & 7am is capped at $5"", ""ppName""=>""DICKSON ROAD OFF STREET"", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$5.00"", ""startTime""=>""10.30 PM"", ""ppCode""=>""D0026"", ""sunPHRate""=>""$5.00"", ""satdayMin""=>""510 mins"", ""sunPHMin""=>""510 mins"", ""parkCapacity""=>43, ""parkingSystem""=>""B"", ""vehCat""=>""Car"", ""satdayRate""=>""$5.00""}, {""weekdayMin""=>""930 mins"", ""geometries""=>[{""coordinates""=>""30253.4988,32024.886""}], ""remarks""=>""Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65."", ""ppName""=>""DICKSON ROAD OFF STREET"", ""endTime""=>""10.30 PM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""07.00 AM"", ""ppCode""=>""D0026"", ""sunPHRate""=>""$0.65"", ""satdayMin""=>""930 mins"", ""sunPHMin""=>""930 mins"", ""parkCapacity""=>6, ""parkingSystem""=>""B"", ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}, {""weekdayMin""=>""510 mins"", ""geometries""=>[{""coordinates""=>""30253.4988,32024.886""}], ""remarks""=>""Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65."", ""ppName""=>""DICKSON ROAD OFF STREET"", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""10.30 PM"", ""ppCode""=>""D0026"", ""sunPHRate""=>""$0.65"", ""satdayMin""=>""510 mins"", ""sunPHMin""=>""510 mins"", ""parkCapacity""=>6, ""parkingSystem""=>""B"", ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}]",,,LineString,,,
,,,,,,,,,,,,"[[103.90172168086508, 1.3095660942226377]]",,,"[{""coordinates""=>""35612.6618,32430.8605""}]",,,,,C,D0027,DUNMAN ROAD FOOD CENTRE OFF STREET,,,"[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""35612.6618,32430.8605""}], ""ppName""=>""DUNMAN ROAD FOOD CENTRE OFF STREET"", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""D0027"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>10, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""870 mins"", ""geometries""=>[{""coordinates""=>""35612.6618,32430.8605""}], ""ppName""=>""DUNMAN ROAD FOOD CENTRE OFF STREET"", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""08.30 AM"", ""ppCode""=>""D0027"", ""sunPHRate""=>""$0.65"", ""satdayMin""=>""870 mins"", ""sunPHMin""=>""870 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>1, ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}]",,,LineString,,,
,,,,,,,,,,,,"[[103.8246540287545, 1.289304433462121]]",,,"[{""coordinates""=>""27035.7463,30190.3283""}]",,,,,B,D0028,DELTA CIRCUS FRINGE CAR PARK,,,"[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""27035.7463,30190.3283""}], ""remarks""=>""Per min charging. Parking charge between 10.30pm & 7am is capped at $5"", ""ppName""=>""DELTA CIRCUS FRINGE CAR PARK"", ""endTime""=>""10.30 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""07.00 AM"", ""ppCode""=>""D0028"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>74, ""parkingSystem""=>""B"", ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""27035.7463,30190.3283""}], ""remarks""=>""Per min charging. Parking charge between 10.30pm & 7am is capped at $5"", ""ppName""=>""DELTA CIRCUS FRINGE CAR PARK"", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""10.30 PM"", ""ppCode""=>""D0028"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>74, ""parkingSystem""=>""B"", ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""510 mins"", ""geometries""=>[{""coordinates""=>""27035.7463,30190.3283""}], ""remarks""=>""Per min charging. Parking charge between 10.30pm & 7am is capped at $5"", ""ppName""=>""DELTA CIRCUS FRINGE CAR PARK"", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$5.00"", ""startTime""=>""10.30 PM"", ""ppCode""=>""D0028"", ""sunPHRate""=>""$5.00"", ""satdayMin""=>""510 mins"", ""sunPHMin""=>""510 mins"", ""parkCapacity""=>74, ""parkingSystem""=>""B"", ""vehCat""=>""Car"", ""satdayRate""=>""$5.00""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""27035.7463,30190.3283""}], ""remarks""=>""Reserved for Season Ticket Holders from 7.00 pm to 7.00 am daily."", ""ppName""=>""DELTA CIRCUS FRINGE CAR PARK"", ""endTime""=>""07.00 PM"", ""weekdayRate""=>""$1.20"", ""startTime""=>""07.00 AM"", ""ppCode""=>""D0028"", ""sunPHRate""=>""$1.20"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>157, ""parkingSystem""=>""B"", ""vehCat""=>""Heavy Vehicle"", ""satdayRate""=>""$1.20""}, {""weekdayMin""=>""930 mins"", ""geometries""=>[{""coordinates""=>""27035.7463,30190.3283""}], ""remarks""=>""Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65."", ""ppName""=>""DELTA CIRCUS FRINGE CAR PARK"", ""endTime""=>""10.30 PM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""07.00 AM"", ""ppCode""=>""D0028"", ""sunPHRate""=>""$0.65"", ""satdayMin""=>""930 mins"", ""sunPHMin""=>""930 mins"", ""parkCapacity""=>40, ""parkingSystem""=>""B"", ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}, {""weekdayMin""=>""510 mins"", ""geometries""=>[{""coordinates""=>""27035.7463,30190.3283""}], ""remarks""=>""Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65."", ""ppName""=>""DELTA CIRCUS FRINGE CAR PARK"", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""10.30 PM"", ""ppCode""=>""D0028"", ""sunPHRate""=>""$0.65"", ""satdayMin""=>""510 mins"", ""sunPHMin""=>""510 mins"", ""parkCapacity""=>40, ""parkingSystem""=>""B"", ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}]",,,LineString,,,
,,,,,,,,,,,,"[[103.77605217180225, 1.365698827165599]]",,,"[{""coordinates""=>""21626.9675,38637.7029""}]",,,,,C,D0029,DAIRY FARM ROAD / PETIR ROAD HV PARK,,,"[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""21626.9675,38637.7029""}], ""remarks""=>""Reserved for Season Ticket Holders from 7.00 pm to 7.00 am daily."", ""ppName""=>""DAIRY FARM ROAD / PETIR ROAD HV PARK"", ""endTime""=>""07.00 PM"", ""weekdayRate""=>""$1.20"", ""startTime""=>""07.00 AM"", ""ppCode""=>""D0029"", ""sunPHRate""=>""$1.20"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>225, ""parkingSystem""=>""C"", ""vehCat""=>""Heavy Vehicle"", ""satdayRate""=>""$1.20""}]",,,LineString,,,
,,,,,,,,,,,,"[[103.84385491825037, 1.2741856923913597]]",,,"[{""coordinates""=>""29172.6489,28518.5768""}]",,,,,C,E0006,ENGGOR STREET ,,,"[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""29172.6489,28518.5768""}], ""ppName""=>""ENGGOR STREET "", ""endTime""=>""05.00 PM"", ""weekdayRate""=>""$1.20"", ""startTime""=>""08.30 AM"", ""ppCode""=>""E0006"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>12, ""vehCat""=>""Car"", ""satdayRate""=>""$1.20""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""29172.6489,28518.5768""}], ""ppName""=>""ENGGOR STREET "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""05.00 PM"", ""ppCode""=>""E0006"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>12, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""870 mins"", ""geometries""=>[{""coordinates""=>""29172.6489,28518.5768""}], ""ppName""=>""ENGGOR STREET "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""08.30 AM"", ""ppCode""=>""E0006"", ""sunPHRate""=>""$0.65"", ""satdayMin""=>""870 mins"", ""sunPHMin""=>""870 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>4, ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}]",,,LineString,,,
,,,,,,,,,,,,"[[103.8394511628272, 1.3053780143727576], [103.83916358621106, 1.3025267148230313]]",,,"[{""coordinates""=>""28682.5372,31967.6612""}, {""coordinates""=>""28650.5333,31652.3791""}]",,,,,C,E0009,EMERALD HILL ROAD ,,,"[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""28682.5372,31967.6612""}, {""coordinates""=>""28650.5333,31652.3791""}], ""remarks""=>""Parking charge between 10.30pm & 7am is capped at $5."", ""ppName""=>""EMERALD HILL ROAD "", ""endTime""=>""05.00 PM"", ""weekdayRate""=>""$1.20"", ""startTime""=>""07.00 AM"", ""ppCode""=>""E0009"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>35, ""parkingSystem""=>""C"", ""vehCat""=>""Car"", ""satdayRate""=>""$1.20""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""28682.5372,31967.6612""}, {""coordinates""=>""28650.5333,31652.3791""}], ""remarks""=>""Parking charge between 10.30pm & 7am is capped at $5."", ""ppName""=>""EMERALD HILL ROAD "", ""endTime""=>""10.30 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""05.00 PM"", ""ppCode""=>""E0009"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>35, ""parkingSystem""=>""C"", ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""28682.5372,31967.6612""}, {""coordinates""=>""28650.5333,31652.3791""}], ""remarks""=>""Parking charge between 10.30pm & 7am is capped at $5."", ""ppName""=>""EMERALD HILL ROAD "", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""10.30 PM"", ""ppCode""=>""E0009"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>35, ""parkingSystem""=>""C"", ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""510 mins"", ""geometries""=>[{""coordinates""=>""28682.5372,31967.6612""}, {""coordinates""=>""28650.5333,31652.3791""}], ""remarks""=>""Parking charge between 10.30pm & 7am is capped at $5."", ""ppName""=>""EMERALD HILL ROAD "", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$5.00"", ""startTime""=>""10.30 PM"", ""ppCode""=>""E0009"", ""sunPHRate""=>""$5.00"", ""satdayMin""=>""510 mins"", ""sunPHMin""=>""510 mins"", ""parkCapacity""=>35, ""parkingSystem""=>""C"", ""vehCat""=>""Car"", ""satdayRate""=>""$5.00""}]",,,LineString,,,
,,,,,,,,,,,,"[103.80938, 1.357685]",,,"",,,,,C,E0010,EUNOS ROAD 7 / EUNOS AVE 6 HVP,,,"[{""weekdayMin""=>""30 mins"", ""ppName""=>""EUNOS ROAD 7 / EUNOS AVE 6 HVP"", ""endTime""=>""07.00 PM"", ""weekdayRate""=>""$1.20"", ""startTime""=>""07.00 AM"", ""ppCode""=>""E0010"", ""sunPHRate""=>""$1.20"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>145, ""vehCat""=>""Heavy Vehicle"", ""satdayRate""=>""$1.20"", ""lat""=>1.357685, ""lon""=>103.80938}]",,,Point,,,
,,,,,,,,,,,,"[[103.83845223260825, 1.3020960804778592]]",,,"[{""coordinates""=>""28571.3662,31604.7616""}]",,,,,C,E0011,EMERALD LINK ,,,"[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""28571.3662,31604.7616""}], ""remarks""=>""Parking charge between 10.30pm & 7am is capped at $5."", ""ppName""=>""EMERALD LINK "", ""endTime""=>""05.00 PM"", ""weekdayRate""=>""$1.20"", ""startTime""=>""07.00 AM"", ""ppCode""=>""E0011"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>9, ""parkingSystem""=>""C"", ""vehCat""=>""Car"", ""satdayRate""=>""$1.20""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""28571.3662,31604.7616""}], ""remarks""=>""Parking charge between 10.30pm & 7am is capped at $5."", ""ppName""=>""EMERALD LINK "", ""endTime""=>""10.30 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""05.00 PM"", ""ppCode""=>""E0011"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>9, ""parkingSystem""=>""C"", ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""28571.3662,31604.7616""}], ""remarks""=>""Parking charge between 10.30pm & 7am is capped at $5."", ""ppName""=>""EMERALD LINK "", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""10.30 PM"", ""ppCode""=>""E0011"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>9, ""parkingSystem""=>""C"", ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""510 mins"", ""geometries""=>[{""coordinates""=>""28571.3662,31604.7616""}], ""remarks""=>""Parking charge between 10.30pm & 7am is capped at $5."", ""ppName""=>""EMERALD LINK "", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$5.00"", ""startTime""=>""10.30 PM"", ""ppCode""=>""E0011"", ""sunPHRate""=>""$5.00"", ""satdayMin""=>""510 mins"", ""sunPHMin""=>""510 mins"", ""parkCapacity""=>9, ""parkingSystem""=>""C"", ""vehCat""=>""Car"", ""satdayRate""=>""$5.00""}, {""weekdayMin""=>""930 mins"", ""geometries""=>[{""coordinates""=>""28571.3662,31604.7616""}], ""ppName""=>""EMERALD LINK "", ""endTime""=>""10.30 PM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""07.00 AM"", ""ppCode""=>""E0011"", ""sunPHRate""=>""$0.65"", ""satdayMin""=>""930 mins"", ""sunPHMin""=>""930 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>14, ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}, {""weekdayMin""=>""510 mins"", ""geometries""=>[{""coordinates""=>""28571.3662,31604.7616""}], ""ppName""=>""EMERALD LINK "", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""10.30 PM"", ""ppCode""=>""E0011"", ""sunPHRate""=>""$0.65"", ""satdayMin""=>""510 mins"", ""sunPHMin""=>""510 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>14, ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}]",,,LineString,,,
,,,,,,,,,,,,"[[103.91148730009104, 1.308786291407448], [103.9064871968979, 1.3069886118553187], [103.90260960381744, 1.3033851354248411]]",,,"[{""coordinates""=>""36699.4871,32344.6656""}, {""coordinates""=>""36143.0277,32145.8705""}, {""coordinates""=>""35711.4982,31747.4041""}]",,,,,C,E0017,EAST COAST ROAD (HAIG ROAD/TELOK KURAU ROAD),,,"[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""36699.4871,32344.6656""}, {""coordinates""=>""36143.0277,32145.8705""}, {""coordinates""=>""35711.4982,31747.4041""}], ""ppName""=>""EAST COAST ROAD (HAIG ROAD/TELOK KURAU ROAD)"", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""E0017"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>63, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""870 mins"", ""geometries""=>[{""coordinates""=>""36699.4871,32344.6656""}, {""coordinates""=>""36143.0277,32145.8705""}, {""coordinates""=>""35711.4982,31747.4041""}], ""ppName""=>""EAST COAST ROAD (HAIG ROAD/TELOK KURAU ROAD)"", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""08.30 AM"", ""ppCode""=>""E0017"", ""sunPHRate""=>""$0.65"", ""satdayMin""=>""870 mins"", ""sunPHMin""=>""870 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>28, ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}]",,,LineString,,,
,,,,,,,,,,,,"[[103.83773392636847, 1.2765845690773625]]",,,"[{""coordinates""=>""28491.4301,28783.8302""}]",,,,,C,E0022,EVERTON ROAD ,,,"[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""28491.4301,28783.8302""}], ""remarks""=>""Reserved for Season Ticket Holders from 10.00 pm to 7.00 am daily."", ""ppName""=>""EVERTON ROAD "", ""endTime""=>""05.00 PM"", ""weekdayRate""=>""$1.20"", ""startTime""=>""07.00 AM"", ""ppCode""=>""E0022"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>13, ""parkingSystem""=>""C"", ""vehCat""=>""Car"", ""satdayRate""=>""$1.20""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""28491.4301,28783.8302""}], ""remarks""=>""Reserved for Season Ticket Holders from 10.00 pm to 7.00 am daily."", ""ppName""=>""EVERTON ROAD "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""05.00 PM"", ""ppCode""=>""E0022"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>13, ""parkingSystem""=>""C"", ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}]",,,LineString,,,
