CarPark,Category,Saturday_Rate,Sunday_PublicHoliday_Rate,WeekDays_Rate_1,WeekDays_Rate_2,_id,address,car_park_basement,car_park_decks,car_park_no,car_park_type,coordinates,free_parking,gantry_height,geometries,lat,lon,name,night_parking,parkingSystem,ppCode,ppName,rate,rateRange,schedules,short_term_parking,source,type,type_of_parking_system,x_coord,y_coord
,,,,,,23,BLK 54 CHIN SWEE ROAD MSCP,N,10,CSM,MULTI-STOREY CAR PARK,"[103.84116487297975, 1.2874374074937107]",SUN & PH FR 7AM-10.30PM,1.90,,,,,YES,,,,,,,WHOLE DAY,,Point,ELECTRONIC PARKING,28873.2635,29983.8819
,,,,,,22,BLK 464/463 CRAWFORD LANE,N,0,CR7,SURFACE CAR PARK,"[103.86233899508808, 1.3055052142857642]",SUN & PH FR 7AM-10.30PM,4.50,,,,,NO,,,,,,,7AM-10.30PM,,Point,ELECTRONIC PARKING,31229.7422,31981.7441
,,,,,,21,BLK 10 NORTH BRIDGE ROAD,N,0,CR6,SURFACE CAR PARK,"[103.86335238721979, 1.3055236613026469]",NO,4.50,,,,,YES,,,,,,,WHOLE DAY,,Point,ELECTRONIC PARKING,31342.5234,31983.7852
,,,,,,20,BLK 18/19 JALAN SULTAN,N,0,CR5,SURFACE CAR PARK,"[103.86223788266744, 1.3032352601720458]",NO,0.00,,,,,YES,,,,,,,WHOLE DAY,,Point,COUPON PARKING,31218.4922,31730.7441
,,,,,,19,BLK 7 NORTH BRIDGE ROAD,N,0,CR4,SURFACE CAR PARK,"[103.86343687532398, 1.3043513640538997]",SUN & PH FR 7AM-10.30PM,0.00,,,,,NO,,,,,,,7AM-10.30PM,,Point,COUPON PARKING,31351.9277,31854.1587
,,,,,,18,BLK 632/633/635 VEERASAMY ROAD,N,0,CR31,SURFACE CAR PARK,"[103.8546978602736, 1.306249078816468]",NO,4.50,,,,,YES,,,,,,,WHOLE DAY,,Point,ELECTRONIC PARKING,30379.3535,32063.9883
,,,,,,17,BLK 639/640 ROWELL COURT,N,0,CR30,SURFACE CAR PARK,"[103.85494069070764, 1.3075995120628334]",NO,4.50,,,,,NO,,,,,,,7AM-10.30PM,,Point,ELECTRONIC PARKING,30406.3770,32213.3125
,,,,,,16,BLK 9 NORTH BRIDGE ROAD,N,0,CR3,SURFACE CAR PARK,"[103.86432446196271, 1.30506798712365]",SUN & PH FR 7AM-10.30PM,4.50,,,,,NO,,,,,,,7AM-10.30PM,,Point,ELECTRONIC PARKING,31450.7070,31933.4004
,,,,,,15,BLK 29/30 KELANTAN LANE,N,0,CR29,SURFACE CAR PARK,"[103.85679292647914, 1.30578311595429]",SUN & PH FR 7AM-10.30PM,4.50,,,,,YES,,,,,,,WHOLE DAY,,Point,ELECTRONIC PARKING,30612.5155,32012.4666
,,,,,,14,BLK 3/4 BEACH ROAD,N,0,CR2,SURFACE CAR PARK,"[103.86565788682749, 1.3046828736907752]",SUN & PH FR 7AM-10.30PM,0.00,,,,,NO,,,,,,,7AM-10.30PM,,Point,ELECTRONIC PARKING,31599.1055,31890.8184
,,,,,,13,BLK 3 BEACH ROAD,N,0,CR1B,SURFACE CAR PARK,"[103.86535837421474, 1.3040354076368685]",SUN & PH FR 7AM-10.30PM,4.50,,,,,NO,,,,,,,7AM-10.30PM,,Point,COUPON PARKING,31565.7734,31819.2245
,,,,,,12,BLK 2 BEACH ROAD,N,0,CR1A,SURFACE CAR PARK,"[103.8649581799408, 1.3036976904160977]",SUN & PH FR 7AM-10.30PM,4.50,,,,,NO,,,,,,,7AM-10.30PM,,Point,COUPON PARKING,31521.2359,31781.8809
,,,,,,11,BLK 1/3/15/17 BEACH ROAD,N,0,CR1,SURFACE CAR PARK,"[103.86330738918438, 1.3032701696338136]",NO,4.50,,,,,NO,,,,,,,7AM-10.30PM,,Point,ELECTRONIC PARKING,31337.5185,31734.6056
,,,,,,10,BLK 10 CANTONMENT CLOSE,N,12,CM1,MULTI-STOREY CAR PARK,"[103.83921623950532, 1.2744574074342048]",SUN & PH FR 7AM-10.30PM,2.15,,,,,YES,,,,,,,WHOLE DAY,,Point,ELECTRONIC PARKING,28656.4003,28548.6200
,,,,,,9,BLK 311 CLEMENTI AVE 4,N,13,CLTR,MULTI-STOREY CAR PARK,"[103.76513249957713, 1.3193593329192417]",SUN & PH FR 7AM-10.30PM,2.10,,,,,YES,,,,,,,WHOLE DAY,,Point,ELECTRONIC PARKING,20411.5945,33513.7467
,,,,,,8,312 CLEMENTI AVE 4,N,13,CLRG,MULTI-STOREY CAR PARK,"[103.76398536193226, 1.319048745126066]",SUN & PH FR 7AM-10.30PM,2.15,,,,,YES,,,,,,,WHOLE DAY,,Point,ELECTRONIC PARKING,20283.9283,33479.4070
,,,,,,7,BLK 129A CLARENCE LANE,N,10,CLM,MULTI-STOREY CAR PARK,"[103.81440029671835, 1.2924823453248262]",SUN & PH FR 7AM-10.30PM,2.00,,,,,YES,,,,,,,WHOLE DAY,,Point,ELECTRONIC PARKING,25894.5957,30541.7316
,,,,,,6,BLK 228-239 CHOA CHU KANG CENTRAL,N,0,CK9A,SURFACE CAR PARK,"[103.74750296816667, 1.3799879195265925]",SUN & PH FR 7AM-10.30PM,0.00,,,,,NO,,,,,,,7AM-10.30PM,,Point,ELECTRONIC PARKING,18449.8356,40217.8144
,,,,,,5,BLK 223-227 CHOA CHU KANG CENTRAL,N,0,CK9,SURFACE CAR PARK,"[103.74491747680874, 1.3814953071225986]",SUN & PH FR 7AM-10.30PM,4.50,,,,,NO,,,,,,,7AM-10.30PM,,Point,ELECTRONIC PARKING,18162.1088,40384.5044
,,,,,,4,BLK 203A CHOA CHU KANG AVE 1/CENTRAL,N,12,CK8A,MULTI-STOREY CAR PARK,"[103.7489782660307, 1.381217940073382]",SUN & PH FR 7AM-10.30PM,2.15,,,,,YES,,,,,,,WHOLE DAY,,Point,ELECTRONIC PARKING,18614.0227,40353.8181
,,,,,,3,BLK 201-221 CHOA CHU KANG CENTRAL,N,0,CK8,SURFACE CAR PARK,"[103.74710532787469, 1.3820854126475208]",SUN & PH FR 7AM-10.30PM,4.50,,,,,NO,,,,,,,7AM-10.30PM,,Point,ELECTRONIC PARKING,18405.5916,40449.7464
,,,,,,2,817 KEAT HONG LINK,N,7,CK78,MULTI-STOREY CAR PARK,"[103.74939909227875, 1.3769870815600038]",SUN & PH FR 7AM-10.30PM,2.15,,,,,YES,,,,,,,WHOLE DAY,,Point,ELECTRONIC PARKING,18660.8389,39885.9891
,,,,,,1,BLK 815 CHOA CHU KANG AVE 7,N,6,CK77,MULTI-STOREY CAR PARK,"[103.74671334699738, 1.376556564975703]",SUN & PH FR 7AM-10.30PM,2.15,,,,,YES,,,,,,,WHOLE DAY,,Point,ELECTRONIC PARKING,18361.9468,39838.3954
,,,,,,,,,,,,"[[103.86068451131092, 1.3029030267074397], [103.86140745947442, 1.301736226390507]]",,,"[{""coordinates""=>""31045.6165,31694.0055""}, {""coordinates""=>""31126.0755,31564.9876""}]",,,,,C,A0004,ALIWAL STREET ,,,"[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""31045.6165,31694.0055""}, {""coordinates""=>""31126.0755,31564.9876""}], ""ppName""=>""ALIWAL STREET "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""A0004"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>69, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""870 mins"", ""geometries""=>[{""coordinates""=>""31045.6165,31694.0055""}, {""coordinates""=>""31126.0755,31564.9876""}], ""ppName""=>""ALIWAL STREET "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""08.30 AM"", ""ppCode""=>""A0004"", ""sunPHRate""=>""$0.65"", ""satdayMin""=>""870 mins"", ""sunPHMin""=>""870 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>4, ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}]",,,LineString,,,
,,,,,,,,,,,,"[[103.85904369509393, 1.3108226513526784]]",,,"[{""coordinates""=>""30862.9996,32569.715""}]",,,,,C,A0005,ALLENBY ROAD ,,,"[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""30862.9996,32569.715""}], ""ppName""=>""ALLENBY ROAD "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""A0005"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>16, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}]",,,LineString,,,
,,,,,,,,,,,,"[[103.84723072041552, 1.281185200430975]]",,,"[{""coordinates""=>""29548.345,29292.548""}]",,,,,C,A0006,AMOY STREET ,,,"[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""29548.345,29292.548""}], ""ppName""=>""AMOY STREET "", ""endTime""=>""05.00 PM"", ""weekdayRate""=>""$1.20"", ""startTime""=>""08.30 AM"", ""ppCode""=>""A0006"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>84, ""vehCat""=>""Car"", ""satdayRate""=>""$1.20""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""29548.345,29292.548""}], ""ppName""=>""AMOY STREET "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""05.00 PM"", ""ppCode""=>""A0006"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>84, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""870 mins"", ""geometries""=>[{""coordinates""=>""29548.345,29292.548""}], ""ppName""=>""AMOY STREET "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""08.30 AM"", ""ppCode""=>""A0006"", ""sunPHRate""=>""$0.65"", ""satdayMin""=>""870 mins"", ""sunPHMin""=>""870 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>10, ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}]",,,LineString,,,
,,,,,,,,,,,,"[[103.82957036181251, 1.3053273646550576]]",,,"[{""coordinates""=>""27582.895,31962.0601""}]",,,,,B,A0007,ANGULLIA PARK OFF STREET,,,"[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""27582.895,31962.0601""}], ""remarks""=>""Per min charging. Parking charge between 10.30pm & 7am is capped at $5.60."", ""ppName""=>""ANGULLIA PARK OFF STREET"", ""endTime""=>""11.00 AM"", ""weekdayRate""=>""$1.30"", ""startTime""=>""07.00 AM"", ""ppCode""=>""A0007"", ""sunPHRate""=>""$0.70"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>268, ""parkingSystem""=>""B"", ""vehCat""=>""Car"", ""satdayRate""=>""$1.30""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""27582.895,31962.0601""}], ""remarks""=>""Per min charging. Parking charge between 10.30pm & 7am is capped at $5.60."", ""ppName""=>""ANGULLIA PARK OFF STREET"", ""endTime""=>""05.00 PM"", ""weekdayRate""=>""$1.50"", ""startTime""=>""11.00 AM"", ""ppCode""=>""A0007"", ""sunPHRate""=>""$0.80"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>268, ""parkingSystem""=>""B"", ""vehCat""=>""Car"", ""satdayRate""=>""$1.50""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""27582.895,31962.0601""}], ""remarks""=>""Per min charging. Parking charge between 10.30pm & 7am is capped at $5.60."", ""ppName""=>""ANGULLIA PARK OFF STREET"", ""endTime""=>""10.30 PM"", ""weekdayRate""=>""$0.80"", ""startTime""=>""05.00 PM"", ""ppCode""=>""A0007"", ""sunPHRate""=>""$0.80"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>268, ""parkingSystem""=>""B"", ""vehCat""=>""Car"", ""satdayRate""=>""$0.80""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""27582.895,31962.0601""}], ""remarks""=>""Per min charging. Parking charge between 10.30pm & 7am is capped at $5.60."", ""ppName""=>""ANGULLIA PARK OFF STREET"", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$0.70"", ""startTime""=>""10.30 PM"", ""ppCode""=>""A0007"", ""sunPHRate""=>""$0.70"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>268, ""parkingSystem""=>""B"", ""vehCat""=>""Car"", ""satdayRate""=>""$0.70""}, {""weekdayMin""=>""510 mins"", ""geometries""=>[{""coordinates""=>""27582.895,31962.0601""}], ""remarks""=>""Per min charging. Parking charge between 10.30pm & 7am is capped at $5.60."", ""ppName""=>""ANGULLIA PARK OFF STREET"", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$5.60"", ""startTime""=>""10.30 PM"", ""ppCode""=>""A0007"", ""sunPHRate""=>""$5.60"", ""satdayMin""=>""510 mins"", ""sunPHMin""=>""510 mins"", ""parkCapacity""=>268, ""parkingSystem""=>""B"", ""vehCat""=>""Car"", ""satdayRate""=>""$5.60""}, {""weekdayMin""=>""930 mins"", ""geometries""=>[{""coordinates""=>""27582.895,31962.0601""}], ""remarks""=>""Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65."", ""ppName""=>""ANGULLIA PARK OFF STREET"", ""endTime""=>""10.30 PM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""07.00 AM"", ""ppCode""=>""A0007"", ""sunPHRate""=>""$0.65"", ""satdayMin""=>""930 mins"", ""sunPHMin""=>""930 mins"", ""parkCapacity""=>83, ""parkingSystem""=>""B"", ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}, {""weekdayMin""=>""510 mins"", ""geometries""=>[{""coordinates""=>""27582.895,31962.0601""}], ""remarks""=>""Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65."", ""ppName""=>""ANGULLIA PARK OFF STREET"", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""10.30 PM"", ""ppCode""=>""A0007"", ""sunPHRate""=>""$0.65"", ""satdayMin""=>""510 mins"", ""sunPHMin""=>""510 mins"", ""parkCapacity""=>83, ""parkingSystem""=>""B"", ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}]",,,LineString,,,
,,,,,,,,,,,,"[[103.84585276898916, 1.2808807178604207]]",,,"[{""coordinates""=>""29394.9904,29258.8791""}]",,,,,C,A0008,ANN SIANG ROAD ,,,"[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""29394.9904,29258.8791""}], ""remarks""=>""No Parking on Friday & Saturday (including public holidays) from 7.00pm to 2.00am"", ""ppName""=>""ANN SIANG ROAD "", ""endTime""=>""05.00 PM"", ""weekdayRate""=>""$1.20"", ""startTime""=>""08.30 AM"", ""ppCode""=>""A0008"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>26, ""parkingSystem""=>""C"", ""vehCat""=>""Car"", ""satdayRate""=>""$1.20""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""29394.9904,29258.8791""}], ""remarks""=>""No Parking on Friday & Saturday (including public holidays) from 7.00pm to 2.00am"", ""ppName""=>""ANN SIANG ROAD "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""05.00 PM"", ""ppCode""=>""A0008"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkCapacity""=>26, ""parkingSystem""=>""C"", ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}]",,,LineString,,,
,,,,,,,,,,,,"[[103.85820811955732, 1.3022592904742234]]",,,"[{""coordinates""=>""30770.0173,31622.8216""}]",,,,,C,A0010,ARAB STREET ,,,"[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""30770.0173,31622.8216""}], ""ppName""=>""ARAB STREET "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""08.30 AM"", ""ppCode""=>""A0010"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>95, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""870 mins"", ""geometries""=>[{""coordinates""=>""30770.0173,31622.8216""}], ""ppName""=>""ARAB STREET "", ""endTime""=>""10.00 PM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""08.30 AM"", ""ppCode""=>""A0010"", ""sunPHRate""=>""$0.65"", ""satdayMin""=>""870 mins"", ""sunPHMin""=>""870 mins"", ""parkingSystem""=>""C"", ""parkCapacity""=>13, ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}]",,,LineString,,,
,,,,,,,,,,,,"[[103.84886572854158, 1.2939253775658444]]",,,"[{""coordinates""=>""29730.2995,30701.2921""}]",,,,,B,A0011,ARMENIAN STREET OFF STREET,,,"[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""29730.2995,30701.2921""}], ""ppName""=>""ARMENIAN STREET OFF STREET"", ""endTime""=>""11.00 AM"", ""weekdayRate""=>""$1.20"", ""startTime""=>""07.00 AM"", ""ppCode""=>""A0011"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""B"", ""parkCapacity""=>45, ""vehCat""=>""Car"", ""satdayRate""=>""$1.20""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""29730.2995,30701.2921""}], ""ppName""=>""ARMENIAN STREET OFF STREET"", ""endTime""=>""02.00 PM"", ""weekdayRate""=>""$1.40"", ""startTime""=>""11.00 AM"", ""ppCode""=>""A0011"", ""sunPHRate""=>""$0.75"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""B"", ""parkCapacity""=>45, ""vehCat""=>""Car"", ""satdayRate""=>""$1.40""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""29730.2995,30701.2921""}], ""ppName""=>""ARMENIAN STREET OFF STREET"", ""endTime""=>""05.00 PM"", ""weekdayRate""=>""$1.40"", ""startTime""=>""02.00 PM"", ""ppCode""=>""A0011"", ""sunPHRate""=>""$0.75"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""B"", ""parkCapacity""=>45, ""vehCat""=>""Car"", ""satdayRate""=>""$1.40""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""29730.2995,30701.2921""}], ""ppName""=>""ARMENIAN STREET OFF STREET"", ""endTime""=>""10.30 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""05.00 PM"", ""ppCode""=>""A0011"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""B"", ""parkCapacity""=>45, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""510 mins"", ""geometries""=>[{""coordinates""=>""29730.2995,30701.2921""}], ""remarks""=>""Per min charging. Parking charge between 10.30pm & 7am is capped at $5"", ""ppName""=>""ARMENIAN STREET OFF STREET"", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$5.00"", ""startTime""=>""10.30 PM"", ""ppCode""=>""A0011"", ""sunPHRate""=>""$5.00"", ""satdayMin""=>""510 mins"", ""sunPHMin""=>""510 mins"", ""parkCapacity""=>45, ""parkingSystem""=>""B"", ""vehCat""=>""Car"", ""satdayRate""=>""$5.00""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""29730.2995,30701.2921""}], ""ppName""=>""ARMENIAN STREET OFF STREET"", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""10.30 PM"", ""ppCode""=>""A0011"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""B"", ""parkCapacity""=>45, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""930 mins"", ""geometries""=>[{""coordinates""=>""29730.2995,30701.2921""}], ""remarks""=>""Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65."", ""ppName""=>""ARMENIAN STREET OFF STREET"", ""endTime""=>""10.30 PM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""07.00 AM"", ""ppCode""=>""A0011"", ""sunPHRate""=>""$0.65"", ""satdayMin""=>""930 mins"", ""sunPHMin""=>""930 mins"", ""parkCapacity""=>7, ""parkingSystem""=>""B"", ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}, {""weekdayMin""=>""510 mins"", ""geometries""=>[{""coordinates""=>""29730.2995,30701.2921""}], ""remarks""=>""Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65."", ""ppName""=>""ARMENIAN STREET OFF STREET"", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""10.30 PM"", ""ppCode""=>""A0011"", ""sunPHRate""=>""$0.65"", ""satdayMin""=>""510 mins"", ""sunPHMin""=>""510 mins"", ""parkCapacity""=>7, ""parkingSystem""=>""B"", ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}]",,,LineString,,,
,,,,,,,,,,,,"[[103.84717700905986, 1.280789756313478]]",,,"[{""coordinates""=>""29542.3676,29248.8218""}]",,,,,B,A0021,AMOY STREET OFF STREET ,,,"[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""29542.3676,29248.8218""}], ""ppName""=>""AMOY STREET OFF STREET "", ""endTime""=>""05.00 PM"", ""weekdayRate""=>""$1.50"", ""startTime""=>""07.00 AM"", ""ppCode""=>""A0021"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""B"", ""parkCapacity""=>16, ""vehCat""=>""Car"", ""satdayRate""=>""$1.20""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""29542.3676,29248.8218""}], ""ppName""=>""AMOY STREET OFF STREET "", ""endTime""=>""10.30 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""05.00 PM"", ""ppCode""=>""A0021"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""B"", ""parkCapacity""=>16, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""510 mins"", ""geometries""=>[{""coordinates""=>""29542.3676,29248.8218""}], ""remarks""=>""Per min charging. Parking charge between 10.30pm & 7am is capped at $5"", ""ppName""=>""AMOY STREET OFF STREET "", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$5.00"", ""startTime""=>""10.30 PM"", ""ppCode""=>""A0021"", ""sunPHRate""=>""$5.00"", ""satdayMin""=>""510 mins"", ""sunPHMin""=>""510 mins"", ""parkCapacity""=>16, ""parkingSystem""=>""B"", ""vehCat""=>""Car"", ""satdayRate""=>""$5.00""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""29542.3676,29248.8218""}], ""ppName""=>""AMOY STREET OFF STREET "", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""10.30 PM"", ""ppCode""=>""A0021"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""B"", ""parkCapacity""=>16, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}]",,,LineString,,,
,,,,,,,,,,,,"[[103.81389872382799, 1.3241644586337256]]",,,"[{""coordinates""=>""25838.8021,34044.9773""}]",,,,,B,A0024,ADAM ROAD FOOD CENTRE OFF STREET,,,"[{""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""25838.8021,34044.9773""}], ""ppName""=>""ADAM ROAD FOOD CENTRE OFF STREET"", ""endTime""=>""10.30 PM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""07.00 AM"", ""ppCode""=>""A0024"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""B"", ""parkCapacity""=>63, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""510 mins"", ""geometries""=>[{""coordinates""=>""25838.8021,34044.9773""}], ""ppName""=>""ADAM ROAD FOOD CENTRE OFF STREET"", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$5.00"", ""startTime""=>""10.30 PM"", ""ppCode""=>""A0024"", ""sunPHRate""=>""$5.00"", ""satdayMin""=>""510 mins"", ""sunPHMin""=>""510 mins"", ""parkingSystem""=>""B"", ""parkCapacity""=>63, ""vehCat""=>""Car"", ""satdayRate""=>""$5.00""}, {""weekdayMin""=>""30 mins"", ""geometries""=>[{""coordinates""=>""25838.8021,34044.9773""}], ""ppName""=>""ADAM ROAD FOOD CENTRE OFF STREET"", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$0.60"", ""startTime""=>""10.30 PM"", ""ppCode""=>""A0024"", ""sunPHRate""=>""$0.60"", ""satdayMin""=>""30 mins"", ""sunPHMin""=>""30 mins"", ""parkingSystem""=>""B"", ""parkCapacity""=>63, ""vehCat""=>""Car"", ""satdayRate""=>""$0.60""}, {""weekdayMin""=>""930 mins"", ""geometries""=>[{""coordinates""=>""25838.8021,34044.9773""}], ""ppName""=>""ADAM ROAD FOOD CENTRE OFF STREET"", ""endTime""=>""10.30 PM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""07.00 AM"", ""ppCode""=>""A0024"", ""sunPHRate""=>""$0.65"", ""satdayMin""=>""930 mins"", ""sunPHMin""=>""930 mins"", ""parkingSystem""=>""B"", ""parkCapacity""=>14, ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}, {""weekdayMin""=>""510 mins"", ""geometries""=>[{""coordinates""=>""25838.8021,34044.9773""}], ""ppName""=>""ADAM ROAD FOOD CENTRE OFF STREET"", ""endTime""=>""07.00 AM"", ""weekdayRate""=>""$0.65"", ""startTime""=>""10.30 PM"", ""ppCode""=>""A0024"", ""sunPHRate""=>""$0.65"", ""satdayMin""=>""510 mins"", ""sunPHMin""=>""510 mins"", ""parkingSystem""=>""B"", ""parkCapacity""=>14, ""vehCat""=>""Motorcycle"", ""satdayRate""=>""$0.65""}]",,,LineString,,,
