geometry,price,id,name,source,source_updated_at,updated_at,address,has_free,free_time,grace_period,basement,decks,building_type,gantry_height,night_parking,short_term_parking,payment_method,raw
"{""type""=>""Point"", ""coordinates""=>[103.89642732683794, 1.3691971666401228]}","",HG14,"BLK 327-328,332-334,358-363 HOUGANG AVENUE 5",HDB,2019-04-09,2019-04-09T00:00:00+00:00,"BLK 327-328,332-334,358-363 HOUGANG AVENUE 5",true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,5.40,NO,7AM-10.30PM,ELECTRONIC PARKING,"{""short_term_parking""=>""7AM-10.30PM"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""39024.5479"", ""x_coord""=>""35023.2798"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""5.40"", ""car_park_basement""=>""N"", ""night_parking""=>""NO"", ""address""=>""BLK 327-328,332-334,358-363 HOUGANG AVENUE 5"", ""car_park_decks""=>""0"", ""_id""=>145, ""car_park_no""=>""HG14"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.89856351155468, 1.3678345196862642]}","",HG13,BLK 325/326 HOUGANG AVENUE 7,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 325/326 HOUGANG AVENUE 7,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,0.00,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""38873.8796"", ""x_coord""=>""35261.0156"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""0.00"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 325/326 HOUGANG AVENUE 7"", ""car_park_decks""=>""0"", ""_id""=>144, ""car_park_no""=>""HG13"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.89816069560513, 1.3666944608193043]}","",HG12,BLK 320-324 HOUGANG AVENUE 5,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 320-324 HOUGANG AVENUE 5,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,0.00,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""38747.8164"", ""x_coord""=>""35216.1904"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""0.00"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 320-324 HOUGANG AVENUE 5"", ""car_park_decks""=>""0"", ""_id""=>143, ""car_park_no""=>""HG12"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.89498009518184, 1.365958418286107]}","",HG11,BLK 301-319 HOUGANG AVENUE 5,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 301-319 HOUGANG AVENUE 5,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,0.00,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""38666.4192"", ""x_coord""=>""34862.2295"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""0.00"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 301-319 HOUGANG AVENUE 5"", ""car_park_decks""=>""0"", ""_id""=>142, ""car_park_no""=>""HG11"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.89048330579313, 1.3545470465926057]}","",HG10,BLK 101-108 HOUGANG AVENUE 1,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 101-108 HOUGANG AVENUE 1,false,NO,"",N,0,SURFACE CAR PARK,4.50,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""37404.5949"", ""x_coord""=>""34361.8201"", ""free_parking""=>""NO"", ""gantry_height""=>""4.50"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 101-108 HOUGANG AVENUE 1"", ""car_park_decks""=>""0"", ""_id""=>141, ""car_park_no""=>""HG10"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.89411293272565, 1.3637427148054992]}","",HG1D,BLK 376 HOUGANG ST 32,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 376 HOUGANG ST 32,false,NO,"",N,10,MULTI-STOREY CAR PARK,2.15,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""MULTI-STOREY CAR PARK"", ""y_coord""=>""38421.4154"", ""x_coord""=>""34765.7308"", ""free_parking""=>""NO"", ""gantry_height""=>""2.15"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 376 HOUGANG ST 32"", ""car_park_decks""=>""10"", ""_id""=>140, ""car_park_no""=>""HG1D"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.90367399479099, 1.377389017260147]}","",HG1C,BLK 476 UPP SERANGOON VIEW,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 476 UPP SERANGOON VIEW,false,NO,"",N,8,MULTI-STOREY CAR PARK,2.15,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""MULTI-STOREY CAR PARK"", ""y_coord""=>""39930.3842"", ""x_coord""=>""35829.7203"", ""free_parking""=>""NO"", ""gantry_height""=>""2.15"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 476 UPP SERANGOON VIEW"", ""car_park_decks""=>""8"", ""_id""=>139, ""car_park_no""=>""HG1C"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.90068890798132, 1.3757201760624402]}","",HG1B,BLK 475 UPPER SERANGOON CRESCENT,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 475 UPPER SERANGOON CRESCENT,true,SUN & PH FR 7AM-10.30PM,"",N,14,MULTI-STOREY CAR PARK,2.15,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""MULTI-STOREY CAR PARK"", ""y_coord""=>""39745.8425"", ""x_coord""=>""35497.5223"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""2.15"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 475 UPPER SERANGOON CRESCENT"", ""car_park_decks""=>""14"", ""_id""=>138, ""car_park_no""=>""HG1B"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.90178481388716, 1.3786631807189882]}","",HG1A,BLK 470 UPPER SERANGOON CRESCENT,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 470 UPPER SERANGOON CRESCENT,true,SUN & PH FR 7AM-10.30PM,"",N,14,MULTI-STOREY CAR PARK,2.15,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""MULTI-STOREY CAR PARK"", ""y_coord""=>""40071.2687"", ""x_coord""=>""35619.4738"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""2.15"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 470 UPPER SERANGOON CRESCENT"", ""car_park_decks""=>""14"", ""_id""=>137, ""car_park_no""=>""HG1A"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.89418704441388, 1.3621528756804073]}","",HG1,"BLK 1,2,6,7 HOUGANG AVE 3",HDB,2019-04-09,2019-04-09T00:00:00+00:00,"BLK 1,2,6,7 HOUGANG AVE 3",true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,9.99,YES,WHOLE DAY,COUPON PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""38245.6192"", ""x_coord""=>""34773.9830"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""9.99"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 1,2,6,7 HOUGANG AVE 3"", ""car_park_decks""=>""0"", ""_id""=>136, ""car_park_no""=>""HG1"", ""type_of_parking_system""=>""COUPON PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.8211934233902, 1.2837066990641974]}","",HE9,BLK 118/119 BUKIT MERAH VIEW,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 118/119 BUKIT MERAH VIEW,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,0.00,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""29571.3613"", ""x_coord""=>""26650.6074"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""0.00"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 118/119 BUKIT MERAH VIEW"", ""car_park_decks""=>""0"", ""_id""=>135, ""car_park_no""=>""HE9"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.8227825225109, 1.2834702463893313]}","",HE4,BLK 121/122 & 127 BUKIT MERAH VIEW,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 121/122 & 127 BUKIT MERAH VIEW,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,0.00,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""29545.2148"", ""x_coord""=>""26827.4609"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""0.00"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 121/122 & 127 BUKIT MERAH VIEW"", ""car_park_decks""=>""0"", ""_id""=>134, ""car_park_no""=>""HE4"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.82171136021849, 1.2847183367205879]}","",HE3,BLK 116/117 BUKIT MERAH VIEW,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 116/117 BUKIT MERAH VIEW,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,0.00,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""29683.2227"", ""x_coord""=>""26708.2500"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""0.00"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 116/117 BUKIT MERAH VIEW"", ""car_park_decks""=>""0"", ""_id""=>133, ""car_park_no""=>""HE3"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.8209849999007, 1.2846674265922735]}","",HE24,BLK 116 BUKIT MERAH VIEW,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 116 BUKIT MERAH VIEW,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,0.00,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""29677.5937"", ""x_coord""=>""26627.4121"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""0.00"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 116 BUKIT MERAH VIEW"", ""car_park_decks""=>""0"", ""_id""=>132, ""car_park_no""=>""HE24"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.82284773779979, 1.2900201066065715]}","",HE22,BLK 105 HENDERSON RD,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 105 HENDERSON RD,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,2.20,NO,7AM-10.30PM,COUPON PARKING,"{""short_term_parking""=>""7AM-10.30PM"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""30269.4645"", ""x_coord""=>""26834.7218"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""2.20"", ""car_park_basement""=>""N"", ""night_parking""=>""NO"", ""address""=>""BLK 105 HENDERSON RD"", ""car_park_decks""=>""0"", ""_id""=>131, ""car_park_no""=>""HE22"", ""type_of_parking_system""=>""COUPON PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.82098474341474, 1.2905399524337826]}","",HE19,ALEXANDRA RD,HDB,2019-04-09,2019-04-09T00:00:00+00:00,ALEXANDRA RD,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,5.40,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""30326.9473"", ""x_coord""=>""26627.3867"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""5.40"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""ALEXANDRA RD"", ""car_park_decks""=>""0"", ""_id""=>130, ""car_park_no""=>""HE19"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.82038850093826, 1.2864223943211177]}","",HE17,BLK 93/96 HENDERSON RD,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 93/96 HENDERSON RD,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,0.00,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""29871.6493"", ""x_coord""=>""26561.0277"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""0.00"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 93/96 HENDERSON RD"", ""car_park_decks""=>""0"", ""_id""=>129, ""car_park_no""=>""HE17"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.8222521464948, 1.285713722929881]}","",HE14,BLK 115 BUKIT MERAH VIEW,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 115 BUKIT MERAH VIEW,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,0.00,YES,WHOLE DAY,COUPON PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""29793.2871"", ""x_coord""=>""26768.4355"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""0.00"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 115 BUKIT MERAH VIEW"", ""car_park_decks""=>""0"", ""_id""=>128, ""car_park_no""=>""HE14"", ""type_of_parking_system""=>""COUPON PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.81865029073315, 1.2882093564649053]}","",HE12,BLK 78/81 REDHILL LANE,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 78/81 REDHILL LANE,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,4.50,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""30069.2434"", ""x_coord""=>""26367.5806"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""4.50"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 78/81 REDHILL LANE"", ""car_park_decks""=>""0"", ""_id""=>127, ""car_park_no""=>""HE12"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.8223550601437, 1.2892214761859422]}","",HE1,BLK 102/103/104 HENDERSON CRESCENT,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 102/103/104 HENDERSON CRESCENT,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,4.50,NO,7AM-10.30PM,ELECTRONIC PARKING,"{""short_term_parking""=>""7AM-10.30PM"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""30181.1563"", ""x_coord""=>""26779.8906"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""4.50"", ""car_park_basement""=>""N"", ""night_parking""=>""NO"", ""address""=>""BLK 102/103/104 HENDERSON CRESCENT"", ""car_park_decks""=>""0"", ""_id""=>126, ""car_park_no""=>""HE1"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.84831885531877, 1.332203805970807]}","",HDBH,BLK 480 480 LORONG 6 TOA PAYOH,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 480 480 LORONG 6 TOA PAYOH,false,NO,"",Y,3,BASEMENT CAR PARK,2.10,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""BASEMENT CAR PARK"", ""y_coord""=>""34933.9237"", ""x_coord""=>""29669.4119"", ""free_parking""=>""NO"", ""gantry_height""=>""2.10"", ""car_park_basement""=>""Y"", ""night_parking""=>""YES"", ""address""=>""BLK 480 480 LORONG 6 TOA PAYOH"", ""car_park_decks""=>""3"", ""_id""=>125, ""car_park_no""=>""HDBH"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.82155960668769, 1.289045381014314]}","",HCM,BLK 104A HENDERSON CRESCENT,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 104A HENDERSON CRESCENT,true,SUN & PH FR 7AM-10.30PM,"",N,11,MULTI-STOREY CAR PARK,2.10,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""MULTI-STOREY CAR PARK"", ""y_coord""=>""30161.6850"", ""x_coord""=>""26691.3633"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""2.10"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 104A HENDERSON CRESCENT"", ""car_park_decks""=>""11"", ""_id""=>124, ""car_park_no""=>""HCM"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.8984881704808, 1.3170305608714903]}","",GSML,BLK 2 GEYLANG SERAI,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 2 GEYLANG SERAI,false,NO,"",N,0,SURFACE CAR PARK,2.15,NO,NO,ELECTRONIC PARKING,"{""short_term_parking""=>""NO"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""33256.2338"", ""x_coord""=>""35252.7807"", ""free_parking""=>""NO"", ""gantry_height""=>""2.15"", ""car_park_basement""=>""N"", ""night_parking""=>""NO"", ""address""=>""BLK 2 GEYLANG SERAI"", ""car_park_decks""=>""0"", ""_id""=>123, ""car_park_no""=>""GSML"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.89833976324071, 1.3172060475798149]}","",GSM,BLK 2 GEYLANG SERAI,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 2 GEYLANG SERAI,false,NO,"",N,7,MULTI-STOREY CAR PARK,2.15,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""MULTI-STOREY CAR PARK"", ""y_coord""=>""33275.6378"", ""x_coord""=>""35236.2639"", ""free_parking""=>""NO"", ""gantry_height""=>""2.15"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 2 GEYLANG SERAI"", ""car_park_decks""=>""7"", ""_id""=>122, ""car_park_no""=>""GSM"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.78765198461672, 1.3096104044009114]}","",GM6B,BLK 16A GHIM MOH ROAD,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 16A GHIM MOH ROAD,true,SUN & PH FR 7AM-10.30PM,"",N,7,MULTI-STOREY CAR PARK,2.15,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""MULTI-STOREY CAR PARK"", ""y_coord""=>""32435.7026"", ""x_coord""=>""22917.7735"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""2.15"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 16A GHIM MOH ROAD"", ""car_park_decks""=>""7"", ""_id""=>121, ""car_park_no""=>""GM6B"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.7887225304476, 1.3094918670502769]}","",GM6A,BLK 13A GHIM MOH RD,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 13A GHIM MOH RD,true,SUN & PH FR 7AM-10.30PM,"",N,5,MULTI-STOREY CAR PARK,2.15,NO,7AM-7PM,ELECTRONIC PARKING,"{""short_term_parking""=>""7AM-7PM"", ""car_park_type""=>""MULTI-STOREY CAR PARK"", ""y_coord""=>""32422.5932"", ""x_coord""=>""23036.9150"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""2.15"", ""car_park_basement""=>""N"", ""night_parking""=>""NO"", ""address""=>""BLK 13A GHIM MOH RD"", ""car_park_decks""=>""5"", ""_id""=>120, ""car_park_no""=>""GM6A"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.78851050221985, 1.3103811863073265]}","",GM5,BLK 21 GHIM MOH ROAD,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 21 GHIM MOH ROAD,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,9.99,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""32520.9300"", ""x_coord""=>""23013.3200"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""9.99"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 21 GHIM MOH ROAD"", ""car_park_decks""=>""0"", ""_id""=>119, ""car_park_no""=>""GM5"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.78885274565654, 1.311155237979748]}","",GM3,BLK 19/20 GHIM MOH ROAD,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 19/20 GHIM MOH ROAD,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,0.00,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""32606.5200"", ""x_coord""=>""23051.4100"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""0.00"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 19/20 GHIM MOH ROAD"", ""car_park_decks""=>""0"", ""_id""=>118, ""car_park_no""=>""GM3"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.78726398379179, 1.3108703740639989]}","",GM2A,BLK 8A GHIM MOH RD,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 8A GHIM MOH RD,true,SUN & PH FR 7AM-10.30PM,"",N,5,MULTI-STOREY CAR PARK,2.15,NO,7AM-10.30PM,ELECTRONIC PARKING,"{""short_term_parking""=>""7AM-10.30PM"", ""car_park_type""=>""MULTI-STOREY CAR PARK"", ""y_coord""=>""32575.0244"", ""x_coord""=>""22874.5952"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""2.15"", ""car_park_basement""=>""N"", ""night_parking""=>""NO"", ""address""=>""BLK 8A GHIM MOH RD"", ""car_park_decks""=>""5"", ""_id""=>117, ""car_park_no""=>""GM2A"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.7881597454655, 1.3116007362156754]}","",GM2,BLK 7/8/9 GHIM MOH ROAD,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 7/8/9 GHIM MOH ROAD,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,4.50,NO,7AM-10.30PM,ELECTRONIC PARKING,"{""short_term_parking""=>""7AM-10.30PM"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""32655.7823"", ""x_coord""=>""22974.2865"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""4.50"", ""car_park_basement""=>""N"", ""night_parking""=>""NO"", ""address""=>""BLK 7/8/9 GHIM MOH ROAD"", ""car_park_decks""=>""0"", ""_id""=>116, ""car_park_no""=>""GM2"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.78436854293106, 1.3093537656985568]}","",GM1M,31A GHIM MOH LINK,HDB,2019-04-09,2019-04-09T00:00:00+00:00,31A GHIM MOH LINK,true,SUN & PH FR 7AM-10.30PM,"",N,7,MULTI-STOREY CAR PARK,2.15,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""MULTI-STOREY CAR PARK"", ""y_coord""=>""32407.3317"", ""x_coord""=>""22552.3566"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""2.15"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""31A GHIM MOH LINK"", ""car_park_decks""=>""7"", ""_id""=>115, ""car_park_no""=>""GM1M"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.788259743227, 1.3128525475214412]}","",GM1B,BLK 5A GHIM MOH RD,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 5A GHIM MOH RD,true,SUN & PH FR 7AM-10.30PM,"",N,2,MULTI-STOREY CAR PARK,2.15,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""MULTI-STOREY CAR PARK"", ""y_coord""=>""32794.2010"", ""x_coord""=>""22985.4178"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""2.15"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 5A GHIM MOH RD"", ""car_park_decks""=>""2"", ""_id""=>114, ""car_park_no""=>""GM1B"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
