Cathay Cineleisure Orchard,Orchard Area,From 7am: $2.40 for 1st hr; $1.40 for sub. ½ hr,Aft 6pm: $4.50 for 1st 3hrs; $1.60 for sub.½ hr,From 7am: $4.50 for 1st 3hrs; $1.60 for sub. ½ hr,Same as Saturday,1.30141075,103.836453207272
ComCentre (Exeter Rd),Orchard Area,7am-6pm: $3 for 1st hr; $1.50 for sub. ½ hr,6pm-6.59am: $3.50 per entry,7am-12.59pm: $3 for 1st hr; $1.50 for sub. ½ hr.  1pm-10pm: $3 for 1st 2hr; $1.20 for sub. ½ hr.,7am-10pm: $3 for 1st 2 hr; $1.20 for sub. ½ hr,1.2989247,103.838148823508
Concorde Hotel,Orchard Area,7am-6pm: $2.14 for 1st hr; $1.39 for sub. ½ hr,Aft 6pm: $3.75 per entry,Same as wkdays,$3.75 per entry,1.30061775,103.842155066753
Delfi Orchard,Orchard Area,8am-5pm: $3 for 1st hr; $1.93 for sub. ½ hr,5pm-11pm: $4.07 per entry (Car park closed at 11pm daily),Same as wkdays,8am-11pm: $4.07 per entry,1.3071673,103.828472905048
Elizabeth Hotel,Orchard Area,7am-6pm: $4 for 1st hr; $2 for sub. ½ hr,Aft 6pm: $5 per entry,Same as wkdays,$5 per entry,1.3081847,103.835805058796
Far East Plaza,Orchard Area,8am-5pm: $2.14 for 1st hr; $1.07 for sub. ½ hr.,Aft 5pm: $3.53 per entry.,Same as wkdays,$3.53 per entry.,1.3071429,103.833640466904
Far East Shopping Centre,Orchard Area,8am-5pm: $2.57 per hr; $1.28 for sub. ½hr.,5pm-12am: $3.75 per entry; 12am-8am the following day: $3.75 per entry,Same as wkdays,8am-12am: $3.75 per entry; 12am-8am the folowing day : $3.75 per entry,1.3055825,103.83004086985
Forum The Shopping Mall,Orchard Area,6am-5pm: $2.40 for 1st hr; $1.20 for sub. ½ hr,Aft 5pm: $3.20 per entry,"6am-5pm: $2.60 for 1st hr; $1.40 for sub. ½ hr, Aft 5pm: $3.20 per entry",$3.20 per entry,1.306135,103.828542
Four Seasons Hotel,Orchard Area,6am-5pm: $6 for 1st hr; $3 for sub. ½ hr,Aft 5pm: $6 per entry,Same as wkdays,Same as wkdays,1.3052102,103.8286527
Goodwood Park Hotel,Orchard Area,8am-6pm: $4 for 1st hr; $2 for sub. ½ hr,Aft 6pm: $5 per entry,Same as wkdays,$5 per entry,1.3086899,103.834993474595
Grand Hyatt Singapore,Orchard Area,4am-4.59pm: $3.21 for 1st hr; $1.07 for sub. ½ hr,Aft 5pm: $5.35 per entry,Same as wkdays,4am-3.59am: $5.35 per entry,1.3063453,103.8332833
Grand Park Orchard,Orchard Area,8am-5pm: $3.50 for 1st hr; $1.50 for sub. ½ hr,Aft 5pm: $5 per entry,Same as wkdays,Same as wkdays,1.3031053,103.836202
Grange Road Off-Street,Orchard Area,$1.00 /30 Mins (Per Minute Charging),$0.50 /30 mins (Per Minute Charging),0700-1700: $1.00 / per 30 mins. 1700-0700: $0.50 / per 30 mins (Per Minute Charging),$0.50 / 30 Mins. (Per Minute Charging),1.302684,103.823455
Hilton Hotel,Orchard Area,$7 per hr.,Aft 6pm: $7 per entry,Same as wkdays,Same as wkdays,1.30832425,103.851963720699
Holiday Inn Express Singapore,Orchard Area,$3 per ½ hr.,$3 per ½ hr.,Same as wkdays,Same as wkdays,1.3031534,103.836691
Holiday Inn Singapore Orchard City Centre,Orchard Area,$3 for 1st hr; $1.50 for sub. ½ hr,$3 for 1st hr; $1.50 for sub. ½ hr,Same as wkdays,Same as wkdays,1.3022946,103.841091646574
International Building,Orchard Area,Carpark not in use,Carpark not in use,Carpark not in use,Carpark not in use,1.30604935,103.831008417864
ION Orchard,Orchard Area,Mon-Thu: 8am-4.59pm: $2.67 for 1st hr; $0.64 for sub. 15 mins,Mon-Thu: 5pm-11.59pm: $3 per entry. 12am-7.59am $1.07 per hr,Fri/Sat-Sun/PH: 8am-4.59pm: $2.56 for 1st hr; $0.94 for sub. 15 mins. 5-11.59pm: $3.74 per entry. 12am-7.59am $1.07 per hour,Same as Saturday,1.30394785,103.831905138927
Liat Towers,Orchard Area,7am-6pm: $2.50 for 1st hr; $1.30 for sub. ½ hr,6pm-12am: $3.50 per entry,Same as wkdays,Same as wkdays,1.3051567,103.8304338
Lucky Plaza,Orchard Area,7am-4.59pm: $1.93 for 1st hr; $1.28 for sub. ½ hr,Aft 5pm: $3.38 per entry,Same as wkdays,Sun: 7am-9.59pm: $1.93 for 1st hr; $1.28 for sub. ½ hr; 10pm-6.59am: $3.38 per entry. PH: $4 per entry (Does not applies if PH falls on Sun),1.3042569,103.8339308
Mandarin Gallery,Orchard Area,6am-6pm: $3.50 for 1st hr; $0.05 per min,6pm-6am: $3.50 for 1st hr; $0.03 per min,Same as wkdays,Same as wkdays,1.3020303,103.8366424
Meritus Mandarin Singapore,Orchard Area,6am-6pm: $3.50 for 1st hr; $1.30 for sub. ½ hr,Aft 6pm: $6 per entry,Same as wkdays,Same as wkdays,1.3022046,103.836200724646
Ngee Ann City,Orchard Area,"12.01am-12pm, 2.01pm-5pm: $1.28 for ½ hr , 12.01pm-2pm: $1.82 for ½ hr",5.01pm-7pm:$1.82 for ½ hr; Aft 7pm: $4.28 per entry,"12.01am-12pm, 2.01pm-5pm: $2.57 for 1st hr; $1.61 for sub. ½ hr, 12.01pm-2pm, 5.01pm-7pm: $3.64 for 1st hr; $2.14 for sub. ½ hr, Aft 7pm: $4.28 per entry",Same as Saturday,1.30261705,103.834528466014
OG Orchard Point,Orchard Area,7am-10.59pm:$2 for 1st hr or part thereof; $1.50 per sub. ½ hr or part thereof.,11pm-6.59am: $2 per ½ hr or part thereof.,Same as wkdays,Same as wkdays,1.301226,103.840513791514
Orchard Building,Orchard Area,7am-5pm: $2.20 for 1st hr; $1.20 for sub. ½ hr (Car park closed at 1am daily ),5pm-1am: $3.60 per entry,Same as wkdays,7am-5pm: $3.60 for 1st 3hrs; $1.20 for sub. ½ hr; 5pm-1am: $3.60 per entry,1.30135925,103.837359499884
Orchard Central,Orchard Area,2am-6pm: $2 for 1st hr; $1 for sub. ½ hr,6pm-2am: $4.50 for 1st 3hrs; $1.50 for sub. ½ hr,Same as wkdays,2am-2am: $4.50 for 1st 3hrs; $1.50 for sub. ½ hr,1.3008042,103.839819
Orchard Hotel Shopping Arcade,Orchard Area,7am-6pm: $5 for 1st hr; $1.50 for sub. ½ hr,Aft 6pm: $5.50 per entry,Same as wkdays,$5 per entry,1.301508,103.837839
Orchard Parade Hotel,Orchard Area,$4 for 1st hr; $1.50 for sub. ½ hr,$4 for 1st hr; $1.50 for sub. ½ hr,Same as wkdays,Same as wkdays,1.3065524,103.8278105
Orchard Plaza,Orchard Area,7am-5pm: $1.39 for ½ hr,Aft 5pm: $3.85 per entry for 1st 3 hrs; $1.39 for sub. ½ hr,Same as wkdays,Same as wkdays,1.3013451,103.841158315526
Orchard Towers,Orchard Area,7am-5.59pm: $5 per hr,6pm-1.59am: $9 per entry. After 2am: $9 per entry,Same as wkdays,7am-1.59pm: $9 per entry. 2am-6.59pm: $9 per entry,1.3069763,103.829209150166
orchardgateway,Orchard Area,12am-5.59pm: $3 for 1st 1½ hrs or part thereof; $1.50 for sub. ½ hr or part thereof.,6pm-11.59pm: $4.80 1st 2½ hrs or part thereof; $1.80 for sub. ½ hr or part thereof.,$4.80 1st 2½ hrs or part thereof; $1.80 for sub. ½ hr or part thereof.,Same as Saturday,1.3006571,103.8388834
Pacific Plaza,Orchard Area,8am-6pm: $1.50 per ½ hr,Aft 6pm: $3 for 1st 2hrs; $1 for sub. ½ hr,Same as wkdays,Same as wkdays,1.30671105,103.831842446454
Palais Renaissance,Orchard Area,7am-5pm: $2.80 for 1st hr; $1.60 for sub. ½ hr,5pm-1am: $3.80 per entry; Aft 1am: $1.50 per hr,Same as wkdays,7am-1am: $3.80 per 4-hourly; 1am-7am: $1.50 per hr,1.307027,103.829773
Pan Pacific Orchard,Orchard Area,7am-5pm: $5 for 1st hr; $1.50 for sub. ½ hr,Aft 5pm: $5 per entry,Same as wkdays,$5 per entry,1.3073882,103.8298879
Paragon Shopping Centre,Orchard Area,3am-5.59pm: $2.58 for 1st hr; $1.48 for sub. ½ hr. Daily $2 surcharge from 9am-9pm.  Additional Peak Hr Surcharge of $1.28 from 12pm to 2:30pm daily.,Aft 6pm: $3.48 per entry. Daily $2 surcharge from 9am-9pm.,Same as wkdays,3am-5.59pm: $3.48 for 1st 2hrs; $0.05 for sub. mins. Aft 6pm: $3.48 per entry. Daily $2 surcharge from 9am-9pm.  Additional Peak Hr Surcharge of $1.28 from 12pm to 2:30pm daily.,1.298199,103.844083
Penang Road Off-Street,Orchard Area,$1.00 / 30 mins (Per Minute Charging),$0.50 / 30 mins (Per Minute Charging),0700-1700 : $1.00 / per 30 mins. 1700-0700: $0.50 / per 30 mins (Per Minute Charging),$0.50 / 30 mins (Per Minute Charging),1.2999807,103.8405815
Plaza Singapura,Orchard Area,Mon-Thu:$1.07 for 1st hr; $0.32 for sub. 15mins.  Fri & Eve of PH: $2.14 for 1st 2 hr; $0.32 for sub. 15mins.,Mon-Thu: 6pm-11.59pm: $2.14 per entry; Fri & Eve of PH: 6pm-2.59am: $2.14 per entry,3am-5.59pm: $2.14 for 1st 2hrs; $0.32 for sub. 15mins; Aft 6pm: $2.14 per entry,3am-5.59pm: $2.14 for 1st 2hrs; $0.32 for sub. 15mins. 6pm-11.59pm: $2.14 per entry,1.3004414,103.844902794187
Regent Hotel,Orchard Area,7am-6pm: $5 for 1st hr; $2.50 for sub. ½ hr,Aft 6pm: $6 per entry,Same as wkdays,Same as wkdays,1.30462435,103.824848670038
Royal Plaza On Scotts,Orchard Area,8am-6pm: $4 for 1st hr; $1.50 for sub. ½ hr,Aft 6pm: $5.50 per entry,Same as wkdays,$5.50 per entry,1.30694525,103.83196278549
Scape,Orchard Area,7am-4.59pm: $1.95 per hr,5pm-6.59am: $4.90 for 1st 3hrs; $1.95 for sub. hr,All day: $1.95 per hr or part thereof.,"7am-4.59pm: $1.95 per hr, 5pm-6.59am: $4.90 for 1st 3hrs; $1.95 for sub. hr.",1.30105065,103.835882781544
Shangri-la Hotel,Orchard Area,7am-5pm: $6 for 1st hr; $2 for sub. ½ hr,Aft 5pm: $8 per entry,Same as wkdays,Same as wkdays,1.311352,103.826629214706
Shaw Centre,Orchard Area,3.01am-6pm: $2 for 1st hr; $1.50 for sub. ½ hr,6.01pm-3.01am: $4 per entry,Same as wkdays,Same as wkdays,1.30625075,103.83192899186
Shaw House,Orchard Area,3.01am-6pm: $2 for 1st hr; $1.50 for sub. ½ hr,6.01pm-3.01am: $4 per entry,Same as wkdays,Same as wkdays,1.30582975,103.831525960107
Sheraton Towers Singapore,Orchard Area,7am-6pm: $4 for 1st hr; $2 for sub. ½ hr,Aft 6pm: $6 per entry,Same as wkdays,$6 per entry,1.3119505,103.8364622
Singapore Marriott Hotel,Orchard Area,6am-6pm: $0.05 per min/$3 per hr,Aft 6pm: $0.05 per min,Same as wkdays,Same as wkdays,1.2904753,103.8520359
Singapore Shopping Centre,Orchard Area,8am-8pm: $2.50 for 1st hr; $1.25 for sub. ½ hr,Aft 8pm: $3 per entry,Same as wkdays,Same as wkdays,1.2981147,103.844111198873
Starhub Centre,Orchard Area,7am-6pm: $2 for 1st hr; $1.50 for sub. ½ hr,"6pm-7am the following day:$2.00 for 1st hr, $1.50 for next subq 1/2hr",Same as wkdays,Same as wkdays,1.302835,103.8405848
Tanglin Mall,Orchard Area,6am-5pm: $2.40 for 1st hr; $1.20 for sub. ½ hr,Aft 5pm: $3.50 per entry,"Charges same as wkdays, but $3.50 per entry after 1pm",$3.50 per entry,1.3051187,103.8236297
Tanglin Shopping Centre,Orchard Area,8am-5.59pm: $3 for 1st hr; $1.75 for sub. ½ hr,Aft 6pm: $3.60 per entry,Same as wkdays,$3.60 per entry,1.306304,103.826865590493
Tangs,Orchard Area,"6am-6pm: $3 for 1st hr, $0.05/min",6pm-6am the following day: $6 Per entry,Same as wkdays,Same as wkdays,1.3047546,103.8330692
The Cathay,Orchard Area,8am-9:59am: $1.40 for ½ hr; 10am-9:59pm: $1.40 per hr,Aft 10pm: $3 per entry,8am-9:59pm: $1.40 per hr; Aft 10pm: $3 per entry,Same as Saturday,1.2995034,103.847675531102
The Centrepoint,Orchard Area,7am-5pm: $2 for 1st hr; $1.50 sub. ½ hr,Aft 5pm: $2 for 1st hr; $1.50 sub. hr,Same as wkdays,$2 for 1st hr; $1.50 for sub. hr,1.3018345,103.839712568599
The Heeren,Orchard Area,8am-11pm: $1.50 per ½ hr,8am-11pm: $1.50 per ½ hr,8am-11pm: $5 for 1st 3 hrs and $1.50 for subseqent ½ hr,Same as Saturday,1.30267485,103.837393164933
Traders Hotel,Orchard Area,6am-5pm: $2.40 for 1st hr; $1.20 for sub. ½ hr,Aft 5pm: $3.50 per entry,"Charges same as wkdays, but $3.50 per entry after 1pm",$3.50 per entry,1.3043203,103.823896133379
TripleOne Somerset,Orchard Area,7am-5.59pm: $1.50 per ½ hr (charges are before GST),6pm-11.59am: $1.80 per hr; 12am-6.59am:$0.50 sub 15 mins.,7am-5.59pm: $2 for 1st hr; $0.50 sub 15 mins. 6pm-11.59am: $1.80 per hr; 12am-6.59am:$0.50 sub 15 mins.,7am-11.59pm: $1.80 per hr; 12am-6.59am:$0.50 sub 15 mins.,1.3003561,103.8370041
Wheelock Place,Orchard Area,8am-6pm: $3 for 1st hr; $1.50 for sub. ½ hr,Aft 6pm: $4.50 per entry,Same as wkdays,Same as wkdays,1.3047504,103.8308342
Winsland House,Orchard Area,7am-7pm: $2.50 for 1st hr; $1.20 for sub. ½ hr,7pm-11pm: $3.50 per entry. Aft 11pm: $3.50 per entry,Same as wkdays,7am-11pm: $4.50 per entry. Aft 11pm: $3.50 per entry,1.2998079,103.8408677
Wisma Atria,Orchard Area,7am-5pm: $2.40 for 1st hr; $1.20 for sub. ½ hr (Lunch Hr Surcharge of additional $1.07 between 12pm - 2pm),Aft 5pm: $3.50 per entry,$3.60 for 1st 2hrs; $0.80 for sub. ½ hr,Same as Saturday,1.30372645,103.833239986329
York Hotel,Orchard Area,8.01am-6pm: $4 for 1st hr; $2 for sub. ½ hr,Aft 6pm: $5 per entry,Same as wkdays,$5 per entry,1.3069254,103.8351875
Changi Chapel and Museum (The Changi Museum),Singapore Attractions,Free daily,-,-,-,1.362275,103.973266
Chinatown Heritage Centre,Singapore Attractions,"Parking is available at the public car park adjacent to the Buddha Tooth Relic Temple, URA centre and People's Park Centre.",-,-,-,1.2834963,103.8443296
Chinese Garden,Singapore Attractions,6am-6pm: Free 1st hr; $0.50 for sub. ½ hr,Aft 6pm: $0.50 per ½ hr,Same as wkdays,Same as wkdays,1.3423978,103.732544
Haw Par Villa,Singapore Attractions,Daily(9am-7pm): $5 per entry (Car park closed after 7pm),-,-,-,1.28415485,103.782617020584
Hay Dairies Goat Farm,Singapore Attractions,Free daily: 9am-4pm,-,-,-,1.4320624,103.709568894187
Jurong Bird Park,Singapore Attractions,Daily(8am-5pm): $2 per entry,-,-,-,1.3190249,103.706668454742
Labrador Secret Tunnel ( Labrador Park ),Singapore Attractions,Free daily,-,-,-,1.357685,103.80938
Mandai Orchid Garden,Singapore Attractions,Free daily,-,-,-,1.403957,103.788915
Memories at Old Ford Factory,Singapore Attractions,Daily free parking at Carparks C and D,-,-,-,1.352781,103.769123
Mount Faber (Jewel Box),Singapore Attractions,Limited public parking spaces availiable. Valet parking at The Jewel Box is available at $5 per car,-,-,-,1.271258,103.819336
National Museum of Singapore,Singapore Attractions,"Limited parking facility is available at the National Museum. Other parking facilities are available at YMCA, Singapore Management University and Fort Canning Park",-,-,-,1.2965481,103.848317168441
Reflections at Bukit Chandu,Singapore Attractions,Daily free parking at Carparks C and D of Pepys Road,-,-,-,1.2794721,103.7940834
Resorts World Sentosa - Universal Studios Singapore (RWS B1 car park),Singapore Attractions,Mon-Thu: 7am-7pm: $7 for 1st hr; $1 for sub. ½ hr or part thereof. (Max: $28 per 24 hrs),Aft 7pm: $6 per entry,Fri/Sat-Sun/PH: 7am-7pm: $8 for 1st hr; $2 for sub. ½ hr or part thereof.  Aft 7pm: $8 per entry (Max: $28 per 24 hrs),Same as Saturday,1.31667,103.83333
Royal Selangor Pewter Museum ( Park at Clarke Quay),Singapore Attractions,$2.20 for 1st hr; $1.10 for sub. ½ hr (Car park at Clarke Quay),Aft 5pm: $2.50 per entry,Same as wkdays,$2.50 per entry,1.29152,103.842354
Sentosa (Beach and Imbiah car park),Singapore Attractions,"7am-5pm: Island Entry: $6 per car*; Parking - $3 for 1st 4hrs; $1 for sub. hr. Except 12pm-2pm: Island Entry $2 per car*, free parking. *Rates covers all passengers in car",5.01pm-6.59am: Island entry: $2 per car*; parking - $1 per entry,7am-5pm: Island entry: $7 per car*; Parking - $5 for 1st 4 hrs; $2 for sub. hr; 5.01pm-6.59am: $3 per car*; parking - $2 per entry,Same as Saturday,1.253915,103.819453
Sentosa (Tanjong & Palawan car park),Singapore Attractions,"7am-5pm: Island Entry: $6 per car*; Parking - $3 for 1st 8hrs; $1 for sub. hr. Except 12pm-2pm: Island Entry $2 per car*, free parking. *Rates covers all passengers in car",5.01pm-6.59am: Island entry: $2 per car*; parking - $1 per entry,7am-5pm: Island entry: $7 per car*; Parking - $3 for 1st 8hrs; $1 for sub. hr; 5.01pm-6.59am: $3 per car*; parking - $1 per entry,Same as Saturday,1.246939,103.8251263
Singapore Art Museum,Singapore Attractions,"Parking at SAM reserved for cars with NHB parking labels.  Nearest Carparks available at Waterloo Street, Queen Street, NTUC Income Centre, Plaza by the Park and Singapore Management University.",-,-,-,1.29732835,103.850884853865
Singapore Botanic Gardens,Singapore Attractions,7am-10.30pm: $0.02 per min (8am-9am: $1 peak hr charge for all passing vehicles that enter from Kheam Hock Road and exit at Evans/Cluny Road) - Closed from 12am-5am daily,7pm-10.30pm: $2 per maximum cap,Same as wkdays,Same as wkdays,1.3146321,103.815615100524
Singapore City Gallery (URA centre),Singapore Attractions,6am-10pm: $1.10 per ½ hr (per min charging) Public parking is also available at the Erskine Road Off-Street Carpark next to Maxwell Road Food Centre.,10pm-6am: $3 per entry,Same as wkdays,6am-10pm: $0.55 per ½ hr (per min charging); Aft 10pm: $3 per entry,1.31667,103.83333
Singapore Flyer,Singapore Attractions,6am-6pm: $2 per hr or part thereof. Free Lunchtime Parking from 12pm to 2pm (only valid for vehicles entering the multi-storey carpark after 12pm).,6pm-6am:$2 per entry.,6am-12midnight: $2 per hr or part thereof. 12midnight- 6am: $2 per entry.,Same as Saturday,1.2894379,103.863259812499
Singapore Mint Coin Gallery,Singapore Attractions,Wkdays free: 8.30am-4.30pm,-,-,-,1.31667,103.83333
Singapore Philatelic Museum,Singapore Attractions,URA coupon parking. Nearest car park at Armenian Street between Bible House and Peranakan Museum,-,-,-,1.29282735,103.848773813635
Singapore Science centre/Singapore Discovery Centre / Snow City,Singapore Attractions,Daily: $0.50 per ½ hour,-,-,-,1.31667,103.83333
Singapore Turf Club (STC),Singapore Attractions,Daily: $5 per entry,-,-,-,1.31667,103.83333
Singapore Zoological gardens/Night Safari,Singapore Attractions,Daily: $3 for 1st hr; $2 sub. hr or part thereof. 4th hour onwards: $8.00 flat rate (maximum),-,-,-,1.403988,103.794299
Sungei Buloh Wetland Reserve,Singapore Attractions,Daily free: 7am-7pm,-,-,-,1.4449493,103.724470312596
The Arts House (Park at New Parliament House),Singapore Attractions,"Available at current Parliament House, The Adelphi and the road side along Empress Place",-,-,-,1.288601,103.85105
The Battle Box ( Park at Fort Canning,Singapore Attractions,URA coupon parking,-,-,-,1.29369,103.84665
Underwater World Singapore,Singapore Attractions,Mon-Thu: 7am-11.59pm: $7.50 for 1st 3 hrs; $5 per hr or part thereof,Mon-Thu: 12am-06.59am: $20 per entry,Fri-Sun incl. PH & Sch Holidays:7am-11.59pm: $9 for 1st 3 hrs; $5 per hr or part thereof. 12am-06.59am: $20 per entry,Fri-Sun incl. PH & Sch Holidays:7am-11.59pm: $9 for 1st 3 hrs; $5 per hr or part thereof. 12am-06.59am: $20 per entry,1.31667,103.83333
10 Raeburn Park,South & CBD,$1.07 per hr,"1700-2300:- $2.14 per entry, 2300-0800: $1.07 per hr","0800-1700: $1.07 per hr, 1700-2300: $2.14 per entry, 2300-0800: $1.07 per hr",$1.07 per hr,1.273284,103.833699
1557 Keppel Road,South & CBD,"0700-1900:$1.29 for 1st hr, $0.43 /15 mins thereafter",1900-0700: $2.14 /Entry,"0700-1300:-$1.29 for 1st hr, $0.43 per 15 mins thereafter; 1300-0700: $2.14 /Entry",$2.14 / Entry,1.2722697,103.8363133
34 Boon Leat Terrace,South & CBD,$0.80 / 30 mins,1800-2200: $2.50 per entry. 2200-0700: $4.00 per entry,0700-1300: $0.80 /30 mins. 1300-0700: $4.00 /entry,$4.00 / entry,1.2757376,103.7966799
798 Upper Bukit Timah Road,South & CBD,0000-0700: $2.14 /30 mins. 0700-0000: $1.07 /30 mins.,-,-,-,1.3726016,103.7630007
8 Shenton Way,South & CBD,7am-6pm: $2.30 per ½ hr,Aft 6pm: $2.80 per entry,Charges same as wkdays but $2.80 per entry after 1pm,$2.80 per entry,1.27571645,103.847277659665
Amara Hotel,South & CBD,8am-4.59pm: $2 per ½ hr,5pm-7.59am (the following day) : $3 per entry,Same as wkdays,$3 per entry,1.2750445,103.8435182
Asia Square,South & CBD,7am-5.59pm: $0.08 per min,6pm onwards: $3 per entry,7am-6.59am (next day): $3 per entry,Same as Saturday,1.2790064,103.851350851355
Bangkok Bank Building,South & CBD,7am-7pm: $2 for 1st ½ hr; $4 for sub. hr,7am-7pm: $2 for 1st ½ hr; $4 for sub. hr,Charges same as wkdays but Closed at 3pm,Closed,1.2792308,103.847711688851
Bayfront Avenue,South & CBD,7am-6pm: $3 per hr,Aft 6pm: $1.20 per hr,7am-1pm: $3 per hr. Aft 1pm: $1.20 per hr,$1.20 per hr,1.2823831,103.8593113
Berjaya Hotel,South & CBD,8.30am-5pm: $1 per ½ hr,5pm-10pm: $1 per hr; Aft 10pm: Free,Same as wkdays,8.30am-10pm: $1 per hr. Aft 10pm: Free,1.27876,103.8432
Bugis Junction,South & CBD,8am-5pm: $1.07 for 1st hr; $0.37 for sub. 10mins,Mon-Thu: Aft 5pm: $2.50 per entry. Fri: $2.50 for 1st 2hrs; $0.37 for sub. 10 mins,$2.50 for 1st 2hrs; $0.37 for sub. 10 mins,Same as Saturday,1.3000094,103.8556085
Burlington Square,South & CBD,7am-5pm: $0.04 per min,Aft 5pm: $2.20 per entry,$0.06 per min,Same as Saturday,1.30226265,103.852653024308
CapitaCommercial Trust (CCT),South & CBD,$2.05 per ½ hr,Aft 5pm: $3.10 per ½,Charges same as wkdays but $3.10 per ½ hr after 1pm,$3.10 per ½ hr,1.313324,103.882581
Capital Square,South & CBD,8am-6pm: $2.20 for ½ hr or part thereof.,6pm-8am: $3.20 per entry,Charges same as wkdays but $3.20 per entry after 1pm,$3.20 per entry,1.2838707,103.848943996101
Capital Tower,South & CBD,7am-6pm: $2.80 per ½ hr,Aft 6pm: $3.20 per entry,Charges same as wkdays but $3.20 per entry after 1pm,$3.20 per entry,1.27763235,103.847633101768
Carlton Hotel,South & CBD,7am-6pm: $3 for 1st hr; $1.50 for for sub. ½ hr,Aft 6pm: $6 per entry,Same as wkdays,Same as wkdays,1.2959265,103.8525189
Central Mall,South & CBD,6am-5pm: $2.00 for 1st hr; $1.00 for sub. ½ hr,Aft 5pm: $3.00 per entry,Same as wkdays,$3.00 per entry,1.2886103,103.842318258957
Central ©,South & CBD,6am-5pm: $2.20 for 1st hr; $1.10 for sub. ½ hr or part thereof,Aft 5pm: $3.50 per entry,Same as wkdays,$3.50 per entry,1.2904753,103.8520359
Chijmes,South & CBD,8am-5.59am :$2.20 for 1st hr; $0.55 for sub. 15 mins.,"6pm-5.59am: (Valet Parking Only) Valet Charge $4 per entry, Carpark charges: $4 per hr.",Same as wkdays,Same as wkdays,1.29520645,103.852112918742
China Square Central,South & CBD,8am-6pm: $1.80 per ½ hr or part thereof.,Aft 6pm: $3 per entry.  (12 midnight-6am: Closed),$3 per entry. (12 midnight-6am: Closed),Same as Saturday,1.2839832,103.8471541
Chinatown Point,South & CBD,7am-5pm: $1.20 per ½ hr,Aft 5pm: $2.50 per entry,Same as wkdays,$2.50 per entry,1.28519745,103.844905184844
Clarke Quay,South & CBD,7am-11.59am; 3pm-4.59pm: $2.14 for 1st 2hrs; $1.07 for sub. hr (Free parking between 12pm-2.59pm),Aft 5pm: $2.14 for 1st hr; $1.07 for sub. hr (Cap at $5.35),7am-4.59pm: $2.14 for 1st 2hrs; $1.07 for sub. hr; Aft 5pm: $2.14 for 1st hr; $1.07 for sub. hr (Cap at $5.35),$2.68 per entry,1.2903938,103.8454241
Clifford Centre,South & CBD,6am-5pm: $5 per hr  (Car park closed at 11pm daily from Mon-Sat),5pm-11pm: $3 per entry,Same as wkdays,Same as wkdays,1.28384595,103.852131443587
Conrad Centennial Singapore,South & CBD,7am-6pm: $3.30 for 1st hr; $1.10 for sub.½ hr,Aft 6pm: $2.20 per entry,$2.20 for 1st 2hrs; $1.10 for sub. hr,Same as Saturday,1.293525,103.8587748
Copthorne King's Hotel,South & CBD,7am-12am: $3 for 1st hr; $1.50 for sub ½ hr,Aft 12am: $4 for 1st hr; $2 for sub ½ hr,Same as wkdays,Same as wkdays,1.2888,103.8366
Copthorne Orchid Hotel,South & CBD,"8am-5pm: $1.50 for 1st hr; $1 for sub. hr, per day $20)",Aft 5pm: $3 per entry,Same as wkdays,Same as wkdays,1.293,103.8558
CPF Building Robinson Road,South & CBD,6am-5pm: $1.50 per ½ hr,Closed at 5pm. Cars remaining from 5pm onward will be charged an additional flat rate of $5,6am-1pm : $1.50 per ½ hr. Closed at 1:00pm. Cars remaining from 1:00pm onward will be charged an additional flat rate of $5,Closed,1.353068,103.943685
DBS Building,South & CBD,6am-7pm: $2.57 per ½ hr,Aft 7pm: $2.57 per entry,6am-1pm: $2.57 per ½ hr; aft 1pm: $2.57 per entry,$2.57 per entry,1.27741565,103.848679706949
Far East Square,South & CBD,6am-4.59pm: $2.14 per ½ hr,Aft 5pm: $3.21 per entry,$3.21 per entry,$3.21 per entry,1.28339685,103.848204687633
Far Eastern Bank Building,South & CBD,7am-6pm: $2.30 per ½ hr,Aft 6.30pm: $3.20 per entry,Charges same as wkdays but $3.20 per entry after 1pm,Closed,1.27998025,103.848142148203
Fortune Centre,South & CBD,7am-7pm: $3.22 per hr,Aft 7pm: $3.21 per entry,Same as wkdays,Same as wkdays,1.3003484,103.852291904148
Fu Lu Shou Complex,South & CBD,8am-5pm: $2.40 per hr,Aft 5pm: $2.20 per entry (Car park closed at 12.30am daily),Same as wkdays,Same as wkdays,1.3015896,103.854463606806
Fullerton Hotel,South & CBD,7am-6pm: $2.20 per ½ hr,After 6pm: $5 per entry,$5 per entry,$5 per entry,1.28620185,103.853072629982
Funan DigitaLife Mall,South & CBD,12am-5.59pm: $2.14 for 1st hr; $0.54 for sub. 15mins,6pm-9.59pm: $2.14 per entry,Same as wkdays,Same as wkdays,1.29143,103.84988
Furama City Centre Singapore,South & CBD,5am-5pm: $1.40 for 1st ½ hr; $1.50 for sub. ½ hr,Aft 5pm: $3 per entry,Same as wkdays,$3 per entry,1.28655385,103.844623054289
Furama Riverfront Singapore,South & CBD,7am-5pm: $1 per ½ hr,Aft 5pm: $6 per entry,Same as wkdays,Same as wkdays,1.2876345,103.8360928
