Gallery Hotel,South & CBD,"12pm-2pm: $3 for 1st hr; $1 for sub. ½ hr; $2 for 1st hr, $0.50 for sub. ½ hr from 2.01pm to 6.00pm for Mon-Thu",6pm-11.59pm: $3 for 1st hr; $1 for sub. ½ hr; $2 for 1st hr; $0.50 for sub. ½ hr  from 12am-11.59am for Mon-Thu,"6am-11.59pm: $3 for 1st hr; $0.50 for sub. ½ hr, $3 for 1st hr; $0.50 for sub. ½ hr from 12am-1.59am for Fri-Sun/PH ",$2 for 1st hr; $0.50 for sub. ½ hr from 2.01am-6am for Fri-Sun/PH,1.3333733,103.8918009
Gillman Barracks,South & CBD,$0.50 / 30 mins,From 1700: $2.00 / entry,0700-1800 - Free Parking; 1800-0700: $2/entry.,Free Parking,1.27831825,103.80434375
Golden Mile Complex,South & CBD,7am-6pm: $2 for 1st hr; $1 for sub. ½ hr,Aft 6pm: $2.20 per entry,Same as wkdays,$2.20 per entry,1.3027466,103.865185983823
Golden Shoe Complex,South & CBD,7am-5pm: $2.60 per ½ hr,Aft 5pm: $3.30 per entry,Charges same as wkdays but $3.30 per entry after 1pm,$3.3 per entry,1.3034,103.864871
Grand Copthorne Waterfront Hotel,South & CBD,7am-5pm: $3.75 for 1st hr; $2.14 for sub. hr,Aft 5pm: $4.28 per entry,Same as wkdays,$4.28 per entry,1.2905075,103.8349983
Grand Pacific Hotel (Formerly Allson Hotel),South & CBD,7am-5pm: $1.32 per ½ hr,Aft 5pm: $3.57 per entry,Same as wkdays,$3.57 per entry,1.29679,103.85131
Grand Park City Hall,South & CBD,7am-5pm: $3.28 for 1st hr; $1.55 for sub. ½ hr,Aft 5pm: $5.35 per entry,Same as wkdays,Same as wkdays,1.2926289,103.8501239
Great Eastern Centre,South & CBD,8am-6pm: $1.80 per ½ hr (Car park at China square central; B2 closed from 12am-6am daily),6pm-12am: $3 per entry,8am-12am: $3 per entry,Same as Saturday,1.28482515,103.847683826915
Great World City,South & CBD,6.01am-5pm: $1.55 per hr,Aft 5pm: $3.30 per entry,$1.65 per hr (Max. of $6.00 per entry),Same as Saturday,1.29345175,103.831992943519
Harbourfront Centre,South & CBD,7am-6pm: $1.20 for 1st hr; $0.60 for sub. ½ hr,6pm-1am: $2.40 per entry; Aft 1am: $2.04 per hr,Same as wkdays,Same as wkdays,1.2636951,103.8203755
Holiday Inn Atrium Singapore,South & CBD,7am-5pm: $1.80 per hr,Aft 5pm: $3.80 per entry,Same as wkdays,$3.80 per entry,1.2890702,103.8340683
Hong Leong Building,South & CBD,7am-5pm: $2.50 per ½ hr,5pm-11pm: $3.10 per entry. Aft 11pm: Overnight Charge of $12,7am-1pm: $2.50 per ½ hr; 1pm-11pm: $3.10 per entry. Aft 11pm: Overnight Charge of $12,7am-11pm: $3.10 per entry. Aft 11pm: Overnight Charge of $12,1.2813384,103.85091665
Hub Synergy Point (Formerly Apex tower),South & CBD,7am-6pm: $1 per ½ hr,6pm-12am: $1 per hr,7am-2pm: $1 per ½ hr; 2pm-12am: $1 per hr,7am-12am: $1 per hr,1.273961,103.84485
Icon Village,South & CBD,7am-5pm: $1.50 per ½ hr,Aft 5pm: $3 per entry,7am-1pm: $3 per hr; Aft 1pm: $3 per entry,$3 per entry,1.2748595,103.8442033
Iluma,South & CBD,8am-5pm: $1.07 for 1st hr; $0.37 for sub. 10 mins,Mon-Thu: Aft 5pm: $2.50 per entry; Fri: $2.50 for 1st 2hrs; $0.25 for sub. 10 mins,$2.50 for 1st 2hrs; $0.25 for sub. 10 mins,Same as Saturday,1.299256,103.853826
Income At Raffles ( former Hitachi tower),South & CBD,7.30am-5.59pm: $2.75 per ½ hr,6pm to 7.29am : $3.30 per entry,7.30am-12.59pm: $2.75 per ½ hr. 1.00pm-7.29am: $3.30 per entry,7.30am-7.29am: $3.30 per entry.,1.284208,103.85273
Inter-continental Singapore Hotel,South & CBD,8am-5pm: $1.07 for 1st hr; $0.37 for sub. 10mins,Mon-Thu: Aft 5pm: $2.50 per entry. Fri: $2.50 for 1st 2hrs; $0.25 for sub. 10 mins,$2.50 for 1st 2hrs; $0.25 for sub. 10 mins,Same as Saturday,1.31667,103.83333
International Plaza,South & CBD,7am-5pm: $2.20 per ½ hr,Aft 5pm: $3 per entry,"Charges same as wkdays, but $3 per entry after 3pm ",$3 per entry,1.275755,103.845899858558
Keck Seng Tower,South & CBD,8am-6pm: $2.50 per ½ hr,6pm-10pm: $2.50 per entry,8am-2pm: $2.50 per ½ hr; 2pm-10pm: $2.50 per entry,Closed,1.2802339,103.8487622
Keppel Bay Tower / Harbourfront Tower One,South & CBD,7am-7pm: $1.05 per ½ hr,7pm-1am: $3.10 per entry; Aft 1am: $3.10 per hr,7am-1pm: $1.05 per ½ hr; 1pm-6pm: $1.20 for 1st hr; $0.60 for sub. ½ hr; 6pm-1am: $2.40 per entry; Aft 1am: $3.10 per hr,7am-6pm: $1.20 for 1st hr; $0.60 for sub. ½ hr; 6pm-1am: $2.40 per entry; Aft 1am: $3.10 per hr,1.265033,103.818253
Keypoint,South & CBD,$1.10 for ½ hr,$2 per entry (close at midnight),Same as wkdays,$2 per entry,1.302146,103.862897
"klapsons, The Boutique Hotel",South & CBD,6.30am to 6.30pm - first 3 hours at $3.00 and subsequent half an hour at $1.50,6.30pm to 6.30am - $ 4.00 flat,After 2pm - $4.00 flat,$4.00 flat,1.273803,103.842199
Landmark Village Hotel,South & CBD,8am-5pm: $1.90 for 1st hr; $1.07 for sub. ½ hr,Aft 5pm: $2.14 per entry,Same as wkdays,$2.14 per entry,1.30228445,103.85783728629
Liang Court,South & CBD,7am-5pm: $1.07 per hr,Aft 5pm: $3.21 per entry,7am-1pm: $1.07 per hr; Aft 1pm: $3.21 per entry,$3.21 per entry,1.29148095,103.844671388495
M Hotel,South & CBD,7am-6pm: $1.50 per ½ hr,Aft 6pm: $3 per entry,"Charges same as wkdays, but $3 per entry after 1pm",$3 per entry,1.2736919,103.8449023
Mandarin Oriental Hotel,South & CBD,Mon-Thu: 7am-5pm: $2.20 for 1st 2hrs; $1.10 per ½ hr for sub. ½ hr (Car Park at Marina Square),Mon-Thu: 5pm-2am: $2.20 per entry; 2am-7am: $1.10 per ½ hr,Fri/Sat-Sun/PH: 7am-2am :$2.40 for 1st 2 hrs; $1.20 per hr for sub. 2hrs; $1.40 per ½ hr for sub. ½ hr after 4 hrs of parking. 2am-7am: $1.10 per ½ hr,Same as Saturday,1.2906606,103.858324
"Marina Bay Financial Centre Tower 1, 2 ,3 & Marina Bay Link Mall",South & CBD,6am-6pm: $1.07 per 10 mins,Aft 6pm: $3.21 for 1st 4hrs; $0.27 for sub. 10 mins,$3.21 for 1st 4hrs; $0.27 for sub. 10 mins,Same as Saturday,1.280218,103.854199
Marina Bay Sands,South & CBD,7am-7pm: $7 for 1st hr; $1 for sub.½ hr; (Capped at $26 every 24hrs),Aft 7pm: $7 per entry,"Sat, Sun & Eve of PH: 7am-7pm: $8 for 1st hr; $1 for sub. ½ hr; Aft 7pm: $8 per entry",Same as Saturday,1.2836965,103.8607226
Marina Mandarin Hotel,South & CBD,Mon-Thu: 7am-5pm: $2.20 for 1st 2hrs; $1.10 per ½ hr for sub. ½ hr (Car Park at Marina Square),Mon-Thu: 5pm-2am: $2.20 per entry; 2am-7am: $1.10 per ½ hr,Fri/Sat-Sun/PH: 7am-2am :$2.40 for 1st 2 hrs; $1.20 per hr for sub. 2hrs; $1.40 per ½ hr for sub. ½ hr after 4 hrs of parking. 2am-7am: $1.10 per ½ hr,Same as Saturday,1.2916812,103.857162275
Marina Square,South & CBD,Mon-Thu: 7am-5pm: $2.20 for 1st 2hrs; $1.10 per ½ hr for sub. ½ hr,Mon-Thu: 5pm-2am: $2.20 per entry; 2am-7am: $1.10 per ½ hr,Fri/Sat-Sun/PH: 7am-2am :$2.40 for 1st 2 hrs; $1.20 per hr for sub. 2hrs; $1.40 per ½ hr for sub. ½ hr after 4 hrs of parking. 2am-7am: $1.10 per ½ hr,Same as Saturday,1.2903399,103.8584714
Merchant Square,South & CBD,8am-6pm: $2 for 1st ½ hr; $1 for sub. hr,Aft 6pm: $3 per entry,$3 per entry,$3 per entry,1.290076,103.8420635
Millenia Singapore,South & CBD,7am-6pm: $3.30 for 1st hr; $1.10 for sub.½ hr,Aft 6pm: $2.20 per entry,$2.20 for 1st 2hrs; $1.10 for sub. hr,Same as Saturday,1.2907183,103.8600473
Millenia Walk (Basement Car Park),South & CBD,7am-6pm: $3.30 for 1st hr; $1.10 for sub.½ hr,Aft 6pm: $2.20 per entry,$2.20 for 1st 2hrs; $1.10 for sub. hr,Same as Saturday,1.292181,103.859718
Millenia Walk (Surface parking @ L1),South & CBD,7am-6pm: $4.28 for 1st hr; $1.605 for sub. ½ hr,Aft 6pm: $4.28 for 1st 2hrs; $1.605 for sub. hr,$4.28 for 1st 2hrs; $1.605 for sub. hr,Same as Saturday,1.292181,103.859718
Neil Road Off-Street,South & CBD,$1.00 per 30 mins (Per Minute Charging),$0.50 per 30 mins (Per Minute Charging),0700-1700:$1.00 per 30 mins; 1700-0700: $0.50 per 30 mins (Per Minute Charging),$0.50 per 30 mins (Per Minute Charging),1.2773641,103.8374445
North Bridge Centre,South & CBD,8am-5pm: $1.30 per ½ hr,5pm-11pm: $3 per entry,$3 per entry,$3 per entry,1.2971872,103.854921143176
Novotel Clarke Quay,South & CBD,7am-5pm: $1.07 per hr,Aft 5pm: $3.21 per entry,7am-1pm: $1.07 per hr; Aft 1pm: $3.21 per entry,$3.21 per entry,1.2915148,103.8445863
OCBC centre,South & CBD,7am-6pm: $4 per hr,Aft 6pm: $3 per entry,$3 per entry,$3 per entry,1.2850333,103.849076864289
One Fullerton,South & CBD,7am-6pm: $2.50 per ½ hr,Aft 6pm: $5 per entry,$5 per entry,$5 per entry,1.28570085,103.853944096761
One Raffles Quay,South & CBD,6am-6pm: $1.07 per 10mins,Aft 6pm: $3.21 for 1st 4hrs; $0.27 per sub. 10 mins,$3.21 for 1st 4hrs; $0.27 per sub. 10 mins,Same as Saturday,1.2813336,103.8523533
OUB Centre,South & CBD,7am-5pm : $2.62 per ½ hr,Aft 5pm: $3.21 per entry,Same as wkdays,Same as wkdays,1.280717,103.849692753962
OUE Bayfront (Formerly Overseas Union House),South & CBD,7am-5.59pm: $0.86 per 10mins block,Aft 6pm: $3.21 per entry,7am-2.59pm: $0.86 per 10mins block. 3pm-11.59am $3.21 per entry,$3.21 per entry,1.283408,103.852895
Pan Pacific Hotel,South & CBD,Mon-Fri: 7am-5pm: $2.20 for 1st 2hrs; $1.10 per ½ hr for sub. ½ hr (Car Park at Marina Square),Mon-Fri: 5pm-2am: $2.20 per entry; 2am-7am: $1.10 per ½ hr,7am-2am :$2.40 for 1st 2 hrs; $1.20 per hr for sub. 2hrs; $1.20 per ½ hr for sub. ½ hr after 4 hrs of parking. 2am-7am: $1.10 per ½ hr,Same as Saturday,1.2915823,103.8594224
Parklane Shopping Mall,South & CBD,7am-7pm: $2.50 for 1st hr; $1.25 for sub. ½ hr,7pm-12am: $2.50 per entry. Aft 12am: $2.50 per entry,Same as wkdays,7am-12am: $3 per entry,1.300686,103.849458725465
PARKROYAL on Beach Road,South & CBD,7am-5pm: Multi Storey Carpark - $2.50 for 1st hr; $1.50 for sub. ½ hr. Hotel Driveway - $6 for 1st hr; $2 for sub. ½ hr.,Aft 5pm: Multi Storey Carpark - $2.50 per entry. Hotel Driveway - $6 per entry.,Charges same as wkdays but $2.50 per entry (Multi-Storey Carpark) & $6 per entry (Hotel Driveway) after 1pm. ,Multi-Storey Carpark - $2.50 per entry. Hotel Driveway - $6 per entry.,1.3002036,103.86076094344
Pearl's Centre,South & CBD,8.30am-5pm: $1.20 per ½ hr (max $22.90),Aft 5pm: $2.50 per entry,Same as wkdays,$2.50 per entry,1.2815459,103.84087
Peninsula Excelsior Hotel,South & CBD,8am-5pm: $2.60 for 1st hr; $1.50 for sub. ½ hr,Aft 5pm: $4 per entry,Same as wkdays,8am-5pm: $1.50 per hr; Aft 5pm: $4 per entry,1.2919459,103.8498204
Peninsular Plaza,South & CBD,Season Parking Only,Season Parking Only,Season Parking Only,Season Parking Only,1.291968,103.849937
People's Park Centre,South & CBD,7am-5pm: $1.50 per ½ hr,Aft 5pm: $2.50 per entry,Same as wkdays,Same as wkdays,1.28583565,103.844033748199
PoMo (Fomerly Paradiz Centre),South & CBD,8am-5pm: $1.25 per ½ hr,Aft 5pm: $2.95 per entry,Same as wkdays,$2.95 per entry,1.299809,103.849336
PWC Building,South & CBD,8am-6pm: $2.20 per ½ hr,Aft 6pm: $3 per entry,$3 per entry,Closed,1.282091,103.849122
Raffles City,South & CBD,8am-5.59pm: $2.20 for 1st hr; $0.55 for sub. 15mins,6pm-7.59am: $3 per entry,"$2.20 for 1st 2hrs, $0.40 for sub. 15mins for 3rd and 4th hr, $0.60 for sub. 15mins for 5th hr onwards.",Same as Saturday,1.2936184,103.853137
Raffles Hotel,South & CBD,12am-6pm: $3 for 1st ½ hr; $1.50 for sub. ½ hr,6pm-12am: $6 per entry,Same as wkdays,$6 per entry,1.294941,103.854302714415
Republic Plaza,South & CBD,7am-5pm: $3 per ½ hr,Aft 5pm: $3 per entry,"Charges same as wkdays, but $3 per entry after 12pm",$3 per entry,1.2955205,103.8624882
Resorts World Sentosa,South & CBD,Mon-Thu: 7am-7pm: $7 for 1st hr; $1 for sub. ½ hr or part thereof. (Max: $28 per 24 hrs),Aft 7pm: $6 per entry,Fri/Sat-Sun/PH: 7am-7pm: $8 for 1st hr; $2 for sub. ½ hr or part thereof.  Aft 7pm: $8 per entry (Max: $28 per 24 hrs),Same as Saturday,1.2564096,103.8215225
Robertson Walk,South & CBD,6am-6pm: $1.50 for 1st hr or part thereof; $0.50 for sub. ½ hr or part thereof.,Aft 6pm: $4 per entry,Same as wkdays,$4 per entry,1.2918875,103.8414103
Robinson 77 (Formerly SIA Building),South & CBD,7am-5pm: $2.4 per ½ hr,5pm-11pm: $2.4 per entry,"Charges same as wkdays, but $2.4 per entry after 2pm ",$2.4 per entry,1.278126,103.848502
Robinson Centre,South & CBD,8am-5pm: $2 per ½ hr,Aft 5pm: $3 per entry,"Charges same as wkdays, but $2 per entry after 1pm ",Same as Saturday,1.2792862,103.849361008743
"School of the Arts, Singapore (SOTA)",South & CBD,7.00am-5.59pm: $2.50 per hr,6pm-2am (the next day): $5 per entry. 2.01am-6.59am: $5 (additional flat fee for overnight parking),7am-5.59pm: $2.50 per hr. 6pm-2am (the next day): $5 per entry. 2.01am-6.59am: $5 (additional flat fee for overnight parking),Same as Saturday,1.299086,103.849035
SGX Centre,South & CBD,7am-5pm: $2.50 per ½ hr,5pm-10pm: $3 per entry (The car park closed at 10pm daily),7am-10pm: $3 per entry,Same as Saturday,1.2790662,103.8498395
Shenton House,South & CBD,8am-5.30pm: $3 per ½ hr,Aft 5.30pm: $3 per entry,"Charges same as wkdays, but $3 per entry after 2pm ",$3 per entry ,1.2785707,103.850092671947
Sim Lim Square,South & CBD,3:30am-6pm: $0.05 per min,Aft 6pm: $2 per entry (1st hr Free parking from 6pm-10pm daily inclusive of PH),Same as wkdays,Same as wkdays,1.3030332,103.8530255
Sim Lim Tower,South & CBD,8am-6pm: $1.50 per ½ hr,Aft 6pm: $3 per entry,Same as wkdays,$3 per entry,1.30398835,103.854714271807
"Singapore General Hospital (Carpark C, E, G & I)",South & CBD,7am-9.59pm: $0.036 per min/$2.16 per hr,10pm-6.59am: $2.14 per entry,Same as wkdays,7am-9.59pm: $0.018 per min/$1.08 per hr; Aft 10pm: $2.14 per entry,1.279670,103.835991
Singapore General Hospital (Multi-Storey Carpark H),South & CBD,7am-9.59pm: $0.018 per min/$1.08 per hr,10pm-6.59am: $2.14 per entry,Same as wkdays,$2.14 per entry,1.31667,103.83333
Singapore Land Tower,South & CBD,For Tenants only,-,-,-,1.28470965,103.852022353487
Six Battery Road,South & CBD,7am-6pm: $3.10 per ½ hr,Aft 6pm: $3.70 per entry,"Charges same as wkdays, but $3.70 per entry after 1pm ",$3.70 per entry,1.28551495,103.851838596266
Sunshine Plaza,South & CBD,7am-6pm: $1.07 per ½ hr,Aft 6pm: $3.21 per entry,Same as wkdays,Same as wkdays,1.37779095,103.738921076348
Suntec City,South & CBD,7am-5pm: $2.20 for 1st hr; $1.10 for sub. ½ hr (excluding PH),5pm-12am:$2.20 per entry; Aft 12am:$1.10 per hr,$1.10 per hr,Same as Saturday,1.2946918,103.8591583
Swissotel Merchant Court Hotel,South & CBD,Daily: $4.50 for 1st hr; $3 for sub. hr,-,-,-,1.288218,103.8456923
Swissotel The Stamford Hotel,South & CBD,8am-5pm: $2 for 1st hr; $0.50 for sub. 15mins (Car park at Raffles City Shopping Centre),Aft 5pm: $2.50 per entry,$2 for 1st 2hrs; $0.30 for sub. 15mins,Same as Saturday,1.2932748,103.8533288
Tanjong Katong Complex,South & CBD,HDB coupon parking,HDB coupon parking,HDB coupon parking,HDB coupon parking,1.31648585,103.89435668596
The Adelphi,South & CBD,6am-5pm: $2.40 for 1st hr; $1.20 for sub. ½ hr,5pm-1am: $3.21 per entry,Same as wkdays,6am-1am: $3.21 per entry,1.29109805,103.8511883
The Concourse,South & CBD,7am-5pm: $2.14 for 1st hr; $1.07 for sub. ½ hr,Aft 5pm: $2.14 per entry,"Charges same as wkdays, but $1.07 per entry after 12pm ",$1.07 per entry,1.30102205,103.862492961574
The Corporate Office,South & CBD,7am-5pm: $4 per hr,Aft 5pm: $2.50 per entry,Same as wkdays,Closed,1.307436,103.772447
The Esplanade,South & CBD,6am-6pm: $2 per hr ($1.50 per ½ hr at Waterfront car park daily) 12pm-2pm $2 per entry,6pm-10pm: $6 per entry; Aft 10pm: $2 per entry,6am-6pm: $2 per hr ($1.50 per ½ hr at Waterfront car park daily),Same as Saturday,1.2884756,103.8610855
UE Square,South & CBD,8am-5pm: $2.00 for 1st hr; $1 for sub. hr,Aft 5pm: $3 per entry,8am-1pm: $2.00 for 1st hr; $1 for sub. hr; Aft 11pm: $3 per entry,$3 per entry,1.29215005,103.842680193722
UOB Plaza,South & CBD,7am-6pm: $2.50 per ½ hr,6pm-12am: $3.50 per entry. Aft 12am: $3.50 per entry,7am-12am: $3.50 per entry. Aft 12am $3.50 per entry,Same as Saturday,1.28538295,103.850718501509
Vivocity,South & CBD,7am-6pm: $1.20 for 1st hr; $0.60 for sub. ½ hr,6.01pm-4am: $3 per entry; Aft 4am: $2.50 per hr,7am-6pm: $1.40 for 1st hr; $0.70 for sub. ½ hr; 6.01pm-4am: $3.50 per entry; Aft 4am: $2.50 per hr,Same as Saturday,1.2650909,103.8224201
27 West Coast Highway,West,0000-0700: $0.75 / 30 mins (Capped at $4.28). 0700-2000: $0.75 / 30 mins (Capped at $4.28),-,-,-,1.3086553,103.757561
798 Upper Bukit Timah Road,West,0000-0700: $2.14 /30 mins. 0700-0000: $1.07 /30 mins.,-,-,-,1.3628453,103.7673564
Alexandra Retail Centre,West,7am to 6pm: $2/hr or part thereof.,6pm to 12mn: $2.40/entry; 12 mn to 7am: $2.40/hr or part thereof.,7am to 10am: $2/hr or part thereof; 10am to 12mn: $2.40/entry; 12 mn to 7am: $2.40/hr or part thereof.,7am to 12mn: $2.40/entry; 12 mn to 7am: $2.40/hr or part thereof.,1.2737892,103.80145663122
Anchorpoint Shopping Centre,West,8am-6.59pm: $1 for 1st ½ hr or part thereof; $2 for sub hr or part thereof.,7pm-7.59am: $2.50 per entry.,Same as wkdays,Same as wkdays,1.288446,103.804932
Bukit Panjang Plaza,West,"12am to 6pm :$1.07 for 1st hr, $0.32/min for sub.min.",6pm-12am: $2.14 per entry,"12am to 6pm :$2.14 for 1st 2 hr, $0.32 for sub 15mins",Same as Saturday,1.37865495,103.762090798175
Bukit Timah Plaza (Multi-Storey Car Park),West,7.30am-5pm: $1.28 per hr,5pm-12am: $2.25 per entry. Aft 12am: $2.25 per entry,Same as wkdays,Same as wkdays,1.340137,103.77937
Bukit Timah Shopping Centre,West,8am-5pm: $1.25 per hr,Aft 5pm: $2.10 per entry,Same as wkdays,Same as wkdays,1.3432265,103.775786
Coronation Shopping Plaza,West,Daily(7.01am-7am): $2 per hr.,-,-,-,1.3237563,103.8101748
Holland Road Shopping Centre,West,12am-8.59pm: $1.55 per ½ hr,Aft 9pm: $3.25 per entry,Same as wkdays,Same as wkdays,1.3104132,103.79547479615
IKEA (Alexandra),West,"Daily :$0.05 per min, $1.50 per 30 Mins (subsequently charged on a per minute basis)",-,-,-,1.28802365,103.805996178175
IMM Building,West,Free for 1st 2hrs for first entry only. Chargeable after 2nd hr of 1st entry @ $1.07 /hr; $0.30 for sub. 15 mins.,-,-,-,1.3346534,103.7477423
JCube,West,3.30am-5.59pm: $1.30 for 1st hr; sub 15 mins or part thereof: $0.30. *Free 2 Hour Parking from 12 - 2pm daily (Monday - Friday) from now to 15 Oct 2015.,6pm-3.29am: $2.50 per entry,Same as wkdays,Same as wkdays,1.33329985,103.740159291043
Junction 10,West,$1.25 for 1st hr; $0.65 for sub. hr,-,Same as wkdays,Same as wkdays,1.3803675,103.760167398216
Jurong Point Shopping Centre,West,7am-5pm: $1.07 for 1st 2hrs; $1.07 for sub. hr (Free parking from 12pm-2pm on Monday-Thursday),5pm-9pm: $2.14 for 1st 2hrs; $1.07 for sub. hr; Aft 9pm: $1.07 for 1st 3hrs; $1.07 for sub. hr,$2.14 for 1st 2hrs; $1.07 for sub. hr; Aft 9pm: $1.07 for 1st 3hrs; $1.07 for sub. hr,Same as Saturday,1.33949095,103.70521781367
Jurong Theatre,West,8am-8.59pm: $1.60 per hr,Aft 9pm: $3 per entry,Same as wkdays,$3 per entry,1.32028,103.69361
Lot 1 Shopping Centre,West,12am-5.59pm: $1.07 for 1st hr; $0.32 for sub. 15 mins.,"Mon-Thurs, 6pm-11.59pm: $2.14 per entry. Fri & Eve of PH, 6pm-2.59am: $2.14 per entry.",3am-5.59pm: $2.14 for 1st 2-hrs; $0.32 for sub. 15 mins. 6pm-2.59am: $2.14 per entry.,3am-5.59pm: $2.14 for 1st 2-hrs; $0.32 for sub. 15 mins. 6pm-11.59am: $2.14 per entry.,1.28748,103.803425
NUH,West,Daily: $0.03 per min,-,-,-,1.2962939,103.7834418
Queensway Shopping Centre,West,8am-6pm: $2 for 1st 1½hr; $1.20 for sub. ½ hr,Aft 6pm: $2.30 per entry,8am-6pm: $1.50 for 1st 1hr; $1.20 for sub. ½ hr; Aft 6pm: $2.30 per entry,Same as wkdays,1.2875024,103.803162408526
Savoy Theatre,West,8am-5pm: $1.20 per hr,Aft 5pm: $3.00 per entry,Same as wkdays,$3.00 per entry,1.3473431,103.711935753558
Serene Centre,West,8am-10pm: $1.53 for 1st hr; $1.53 for sub. ½ hr,Aft 10pm: $1.53 per entry,Same as wkdays,Same as wkdays,1.3225068,103.8136612
Sunshine Place,West,HDB coupon parking,HDB coupon parking,HDB coupon parking,HDB coupon parking,1.37779095,103.738921076348
The Clementi Mall,West,Daily: $1.50 for 1st hr; $0.80 for sub. ½ hr,-,-,-,1.31502865,103.764498189266
The Metropolis,West,"6am-6pm: $2.50 for 1st hr, sub $1.25 per 1/2 hr",Time period 1: 6pm-12am: $2.50 per entry; Time period 2: 12am-6am: $2.50 per entry,6am - 6pm: $1.00 per hour or part thereof; Aft 6pm same as wkdays,6am - 6pm: $1.00 per hour or part thereof; Aft 6pm same as wkdays,1.30621585,103.79124871133
The Star Vista,West,"12am-11.59pm:$1.30 for 1st hr, $0.65 for sub. 30 mins or part thereof.","$1.30 for 1st hr, $0.65 for sub. 30 mins or part thereof.",Sat & PH: Same as wkdays,"Sun:12am-11.59pm: $2.14 for 1st hr, $1.07 for sub. 30 mins or part thereof.",1.3068239,103.78837719813
Tiong Bahru Plaza,West,$1.50 for 1st hr; $0.80 for sub. ½ hr,$1.50 for 1st hr; $0.80 for sub. ½ hr,Same as wkdays,7am-6pm:$1.50 per hr; Aft 6pm: $3.60 per entry,1.2862781,103.827557
Turf City,West,Daily: Free parking,-,-,-,1.4220553,103.764182069032
Valley Point,West,Daily: $1.50 for 1st hr; $0.80 for sub. ½ hr,-,-,-,1.29304,103.8269
West Coast Plaza (Ginza Plaza),West,$1.25 for 1st hr; $1.00 for sub. ½ hr,$1.25 for 1st hr; $1.00 for sub. ½ hr,$1.50 for 1st hr; $1.00 for sub. ½ hr,Same as Saturday,1.303645,103.766292
West Mall,West,6am-5pm : $1.10 for 1st 2hrs or part thereof; $0.60 for sub. ½ hr or part thereof.,5pm-6am: $2.50 per entry.,6am-5pm: $1.10 for 1st hr or part thereof; $0.60 for sub. ½ hr or part thereof; 5pm-6am: $2.50 per entry.,6am-6am next day: $2.50 per entry.,1.3500765,103.749256627431
Westgate,West,Daily: $1.30 for 1st hr; $0.50 for sub. 15 mins,6pm - 11.59pm: $2.50 per entry,Same as wkdays,Same as wkdays,1.334194,103.742867075026
Yew Tee Point,West,Daily: $1.18 for 1st hr; $0.64 for sub. ½ hr or part thereof.,-,-,-,1.39695775,103.746612166001
